variance,max H,max S,max V,H*S,ok not ok,
2500,174,121,255,21054,1,
2480,174,120,255,20880,1,
2480,174,120,255,20880,1,
2480,174,120,255,20880,1,
2460,174,120,255,20880,1,
2390,174,120,255,20880,1,
2390,174,120,255,20880,1,
2370,174,122,255,21228,1,
2370,174,122,255,21228,1,
2370,174,122,255,21228,1,
2390,174,122,255,21228,1,
2390,174,122,255,21228,1,
2390,174,122,255,21228,1,
2390,174,122,255,21228,1,
2390,174,122,255,21228,1,
2390,174,122,255,21228,1,
2390,174,122,255,21228,1,
2190,175,135,255,23625,1,
2190,175,135,255,23625,1,
2190,175,135,255,23625,1,
2190,175,135,255,23625,1,
2190,175,135,255,23625,1,
2170,176,135,255,23760,1,
2170,176,135,255,23760,1,
2170,176,135,255,23760,1,
2150,176,135,255,23760,1,
2170,176,135,255,23760,1,
2250,175,124,255,21700,1,
2280,175,124,255,21700,1,
2280,175,124,255,21700,1,
2280,175,124,255,21700,1,
2300,175,124,255,21700,1,
2300,175,124,255,21700,1,
2300,175,124,255,21700,1,
2300,175,124,255,21700,1,
2300,175,124,255,21700,1,
2300,175,124,255,21700,1,
2540,176,120,255,21120,1,
2540,176,120,255,21120,1,
2540,176,120,255,21120,1,
2540,176,120,255,21120,1,
2540,176,120,255,21120,1,
2540,176,120,255,21120,1,
2510,176,120,255,21120,1,
2510,176,120,255,21120,1,
2510,176,120,255,21120,1,
2490,176,120,255,21120,1,
2420,176,120,255,21120,1,
2810,173,125,255,21625,1,
2810,173,125,255,21625,1,
2820,174,125,255,21750,1,
2820,174,125,255,21750,1,
2820,174,125,255,21750,1,
2850,174,125,255,21750,1,
2850,174,125,255,21750,1,
2850,174,125,255,21750,1,
2850,174,125,255,21750,1,
2850,174,125,255,21750,1,
2860,172,124,255,21328,1,
2840,172,125,255,21500,1,
2840,172,125,255,21500,1,
2840,172,125,255,21500,1,
2830,172,126,255,21672,1,
2760,172,125,255,21500,1,
2760,172,125,255,21500,1,
2760,172,125,255,21500,1,
2760,172,125,255,21500,1,
2760,172,125,255,21500,1,
2800,175,122,255,21350,1,
2800,175,122,255,21350,1,
2800,175,122,255,21350,1,
2800,175,122,255,21350,1,
2800,175,122,255,21350,1,
2800,175,122,255,21350,1,
2620,175,123,255,21525,1,
2620,175,123,255,21525,1,
2620,175,123,255,21525,1,
2620,175,123,255,21525,1,
3040,172,124,255,21328,1,
3040,172,124,255,21328,1,
3040,172,124,255,21328,1,
3040,172,124,255,21328,1,
3040,172,124,255,21328,1,
3040,172,124,255,21328,1,
3040,172,124,255,21328,1,
2770,172,124,255,21328,1,
2770,172,124,255,21328,1,
2770,172,124,255,21328,1,
3150,178,126,255,22428,1,
3150,178,126,255,22428,1,
3150,178,126,255,22428,1,
3150,178,126,255,22428,1,
3150,178,126,255,22428,1,
3150,178,126,255,22428,1,
3150,178,126,255,22428,1,
3180,178,125,255,22250,1,
2800,178,125,255,22250,1,
2800,178,125,255,22250,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
3080,175,121,255,21175,1,
2680,175,122,255,21350,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
2840,171,127,255,21717,1,
3160,171,111,255,18981,1,
2780,171,111,255,18981,1,
2810,171,111,255,18981,1,
2780,171,111,255,18981,1,
2780,171,111,255,18981,1,
2780,171,111,255,18981,1,
2780,171,111,255,18981,1,
2780,171,111,255,18981,1,
2780,171,111,255,18981,1,
2780,171,111,255,18981,1,
3250,172,120,255,20640,1,
3250,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
2830,172,120,255,20640,1,
3280,171,120,255,20520,1,
3280,171,120,255,20520,1,
3280,171,120,255,20520,1,
2820,171,120,255,20520,1,
2820,171,120,255,20520,1,
2820,171,120,255,20520,1,
2820,171,120,255,20520,1,
2820,171,120,255,20520,1,
2820,171,120,255,20520,1,
2820,171,120,255,20520,1,
3220,170,127,255,21590,1,
3220,170,127,255,21590,1,
3220,170,127,255,21590,1,
3220,170,127,255,21590,1,
2730,170,127,255,21590,1,
2730,170,127,255,21590,1,
2730,170,127,255,21590,1,
2730,170,127,255,21590,1,
2730,170,127,255,21590,1,
2730,170,127,255,21590,1,
2910,176,119,255,20944,1,
2910,176,119,255,20944,1,
2910,176,119,255,20944,1,
2910,176,119,255,20944,1,
2940,176,119,255,20944,1,
2380,176,119,255,20944,1,
2380,176,119,255,20944,1,
2380,176,119,255,20944,1,
2380,176,119,255,20944,1,
2380,176,119,255,20944,1,
2900,175,126,255,22050,1,
2900,175,126,255,22050,1,
2900,175,126,255,22050,1,
2900,175,126,255,22050,1,
2900,175,126,255,22050,1,
2900,175,126,255,22050,1,
2900,175,126,255,22050,1,
2360,175,126,255,22050,1,
2400,175,126,255,22050,1,
2360,175,126,255,22050,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2930,172,123,255,21156,1,
2390,172,123,255,21156,1,
2390,172,123,255,21156,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2760,172,122,255,20984,1,
2250,172,122,255,20984,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2480,171,127,255,21717,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2220,172,119,255,20468,1,
2760,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2230,171,121,255,20691,1,
2780,172,123,255,21156,1,
2780,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2300,172,123,255,21156,1,
2540,174,117,255,20358,1,
2540,174,117,255,20358,1,
2370,174,117,255,20358,1,
1820,174,117,255,20358,1,
1820,174,117,255,20358,1,
1630,174,117,255,20358,1,
1630,174,117,255,20358,1,
1630,174,117,255,20358,1,
1630,174,117,255,20358,1,
1630,174,117,255,20358,1,
166,178,136,255,24208,1,
147,178,135,252,24030,1,
147,178,135,252,24030,1,
147,178,135,252,24030,1,
122,178,135,243,24030,1,
122,178,135,243,24030,1,
147,178,135,252,24030,1,
147,178,135,252,24030,1,
138,178,135,233,24030,1,
138,178,135,233,24030,1,
463,178,163,182,29014,1,
463,178,163,182,29014,1,
463,178,163,182,29014,1,
463,178,163,182,29014,1,
463,178,163,182,29014,1,
463,178,163,182,29014,1,
550,178,163,182,29014,1,
550,178,163,182,29014,1,
550,178,163,182,29014,1,
550,178,163,182,29014,1,
3770,178,133,255,23674,1,
3770,178,133,255,23674,1,
3770,178,133,255,23674,1,
3770,178,133,255,23674,1,
3770,178,133,255,23674,1,
3770,178,133,255,23674,1,
3770,178,133,255,23674,1,
3890,178,134,255,23852,1,
110,179,193,176,34547,1,
132,179,216,175,38664,1,
137,179,216,174,38664,1,
151,178,215,174,38270,1,
197,178,216,173,38448,1,
160,179,216,173,38664,1,
169,179,216,170,38664,1,
176,178,193,170,34354,1,
208,179,171,170,30609,1,
186,179,170,171,30430,1,
179,179,125,255,22375,1,
172,179,125,255,22375,1,
142,179,125,255,22375,1,
119,179,126,255,22554,1,
128,179,126,255,22554,1,
117,179,126,255,22554,1,
203,179,129,235,23091,1,
202,179,128,235,22912,1,
335,179,130,216,23270,1,
349,179,129,216,23091,1,
710,176,143,255,25168,1,
710,176,143,255,25168,1,
721,176,144,255,25344,1,
721,176,144,255,25344,1,
768,176,145,255,25520,1,
768,176,145,255,25520,1,
869,176,146,255,25696,1,
1060,176,148,255,26048,1,
733,174,156,255,27144,1,
751,174,155,255,26970,1,
751,174,155,255,26970,1,
785,174,154,255,26796,1,
785,174,154,255,26796,1,
841,173,153,255,26469,1,
792,174,153,255,26622,1,
893,174,153,255,26622,1,
781,176,150,255,26400,1,
777,176,150,255,26400,1,
777,176,150,255,26400,1,
777,176,150,255,26400,1,
844,176,149,255,26224,1,
844,176,149,255,26224,1,
950,177,149,255,26373,1,
950,177,149,255,26373,1,
828,178,149,255,26522,1,
828,178,149,255,26522,1,
869,178,149,255,26522,1,
869,178,149,255,26522,1,
840,178,148,255,26344,1,
840,178,148,255,26344,1,
840,178,148,255,26344,1,
940,178,149,255,26522,1,
834,175,150,255,26250,1,
834,175,150,255,26250,1,
863,175,150,255,26250,1,
859,175,150,255,26250,1,
859,175,150,255,26250,1,
907,175,150,255,26250,1,
907,175,150,255,26250,1,
822,175,150,255,26250,1,
790,176,137,255,24112,1,
790,176,137,255,24112,1,
790,176,137,255,24112,1,
790,176,138,255,24288,1,
790,176,138,255,24288,1,
790,176,138,255,24288,1,
790,176,138,255,24288,1,
863,175,139,255,24325,1,
863,175,139,255,24325,1,
870,175,136,255,23800,1,
870,175,136,255,23800,1,
891,175,136,255,23800,1,
891,175,136,255,23800,1,
891,175,136,255,23800,1,
891,175,136,255,23800,1,
923,175,136,255,23800,1,
923,175,136,255,23800,1,
923,175,136,255,23800,1,
904,167,143,255,23881,1,
915,167,144,255,24048,1,
908,167,144,255,24048,1,
908,167,144,255,24048,1,
908,167,144,255,24048,1,
908,167,144,255,24048,1,
917,167,144,255,24048,1,
917,167,144,255,24048,1,
917,167,144,255,24048,1,
826,171,138,255,23598,1,
766,171,138,255,23598,1,
766,171,138,255,23598,1,
754,171,138,255,23598,1,
754,171,138,255,23598,1,
754,171,138,255,23598,1,
754,171,138,255,23598,1,
754,171,138,255,23598,1,
787,171,138,255,23598,1,
880,175,137,255,23975,1,
914,175,137,255,23975,1,
914,175,137,255,23975,1,
914,175,137,255,23975,1,
918,175,137,255,23975,1,
918,175,137,255,23975,1,
918,175,137,255,23975,1,
918,175,137,255,23975,1,
918,175,137,255,23975,1,
918,175,137,255,23975,1,
1020,174,142,255,24708,1,
986,173,142,255,24566,1,
986,173,142,255,24566,1,
998,173,142,255,24566,1,
998,173,142,255,24566,1,
998,173,142,255,24566,1,
995,173,142,255,24566,1,
995,173,142,255,24566,1,
995,173,142,255,24566,1,
995,173,142,255,24566,1,
989,171,148,255,25308,1,
989,171,148,255,25308,1,
989,171,148,255,25308,1,
989,171,148,255,25308,1,
984,171,148,255,25308,1,
984,171,148,255,25308,1,
984,171,148,255,25308,1,
979,171,147,255,25137,1,
940,171,148,255,25308,1,
979,171,147,255,25137,1,
940,171,148,255,25308,1,
690,169,120,255,20280,1,
690,169,120,255,20280,1,
690,169,120,255,20280,1,
688,169,120,255,20280,1,
688,169,120,255,20280,1,
688,169,120,255,20280,1,
1480,169,121,255,20449,1,
1480,169,121,255,20449,1,
628,169,121,255,20449,1,
628,169,121,255,20449,1,
800,171,140,255,23940,1,
794,171,140,255,23940,1,
794,171,140,255,23940,1,
794,171,140,255,23940,1,
791,171,140,255,23940,1,
791,171,140,255,23940,1,
892,172,140,255,24080,1,
892,172,140,255,24080,1,
894,172,140,255,24080,1,
894,172,140,255,24080,1,
894,172,140,255,24080,1,
823,172,134,255,23048,1,
823,172,134,255,23048,1,
823,172,134,255,23048,1,
823,172,134,255,23048,1,
823,172,134,255,23048,1,
930,172,135,255,23220,1,
930,172,135,255,23220,1,
930,172,135,255,23220,1,
930,172,135,255,23220,1,
930,172,135,255,23220,1,
767,171,126,255,21546,1,
767,171,126,255,21546,1,
767,171,126,255,21546,1,
737,170,125,255,21250,1,
737,170,125,255,21250,1,
737,170,125,255,21250,1,
737,170,125,255,21250,1,
737,170,125,255,21250,1,
737,170,125,255,21250,1,
737,170,125,255,21250,1,
581,170,112,255,19040,1,
581,170,112,255,19040,1,
656,170,113,255,19210,1,
656,170,113,255,19210,1,
648,170,113,255,19210,1,
648,170,113,255,19210,1,
648,170,113,255,19210,1,
674,170,113,255,19210,1,
674,170,113,255,19210,1,
636,169,110,255,18590,1,
636,169,110,255,18590,1,
636,169,110,255,18590,1,
634,168,109,255,18312,1,
637,168,109,255,18312,1,
637,168,109,255,18312,1,
701,169,108,255,18252,1,
701,169,108,255,18252,1,
701,169,108,255,18252,1,
701,169,108,255,18252,1,
622,170,117,255,19890,1,
656,170,117,255,19890,1,
656,170,117,255,19890,1,
656,170,117,255,19890,1,
656,170,117,255,19890,1,
656,170,117,255,19890,1,
728,171,116,255,19836,1,
734,171,116,255,19836,1,
734,171,116,255,19836,1,
734,171,116,255,19836,1,
628,176,114,255,20064,1,
679,176,113,255,19888,1,
679,176,113,255,19888,1,
679,176,113,255,19888,1,
666,176,113,255,19888,1,
754,176,113,255,19888,1,
754,176,113,255,19888,1,
746,176,112,255,19712,1,
746,176,112,255,19712,1,
819,176,113,255,19888,1,
640,171,110,255,18810,1,
640,171,110,255,18810,1,
636,172,110,255,18920,1,
683,172,109,255,18748,1,
683,172,109,255,18748,1,
683,172,109,255,18748,1,
732,173,108,255,18684,1,
732,173,108,255,18684,1,
732,173,108,255,18684,1,
828,169,110,255,18590,1,
828,169,110,255,18590,1,
828,169,110,255,18590,1,
905,169,110,255,18590,1,
905,169,110,255,18590,1,
986,168,110,255,18480,1,
986,168,110,255,18480,1,
734,176,102,255,17952,1,
734,176,102,255,17952,1,
826,176,102,255,17952,1,
806,175,102,255,17850,1,
904,175,102,255,17850,1,
904,175,102,255,17850,1,
1020,174,102,255,17748,1,
998,174,102,255,17748,1,
598,173,102,255,17646,1,
680,173,102,255,17646,1,
680,173,102,255,17646,1,
738,173,103,255,17819,1,
738,173,103,255,17819,1,
807,172,104,255,17888,1,
807,172,104,255,17888,1,
909,172,106,255,18232,1,
798,173,114,255,19722,1,
722,173,114,255,19722,1,
722,173,114,255,19722,1,
784,173,114,255,19722,1,
761,173,114,255,19722,1,
851,173,113,255,19549,1,
851,173,113,255,19549,1,
959,173,112,255,19376,1,
949,173,112,255,19376,1,
689,170,119,255,20230,1,
684,170,119,255,20230,1,
733,170,119,255,20230,1,
733,170,119,255,20230,1,
816,170,119,255,20230,1,
933,170,118,255,20060,1,
1040,170,119,255,20230,1,
678,170,120,255,20400,1,
738,169,119,255,20111,1,
774,170,118,255,20060,1,
845,170,116,255,19720,1,
937,170,115,255,19550,1,
706,172,117,255,20124,1,
706,172,117,255,20124,1,
682,172,117,255,20124,1,
684,172,117,255,20124,1,
729,172,118,255,20296,1,
729,172,118,255,20296,1,
789,176,117,255,20592,1,
855,172,117,255,20124,1,
922,175,116,255,20300,1,
1040,170,113,255,19210,1,
724,169,114,255,19266,1,
724,169,114,255,19266,1,
709,168,114,255,19152,1,
747,167,114,255,19038,1,
747,167,114,255,19038,1,
809,167,113,255,18871,1,
885,166,114,255,18924,1,
969,166,113,255,18758,1,
1010,168,106,255,17808,1,
752,168,109,255,18312,1,
750,168,109,255,18312,1,
773,170,108,255,18360,1,
840,170,111,255,18870,1,
916,170,111,255,18870,1,
1010,170,111,255,18870,1,
951,171,114,255,19494,1,
845,171,114,255,19494,1,
878,174,111,255,19314,1,
916,174,110,255,19140,1,
983,175,109,255,19075,1,
1080,173,105,255,18165,1,
1080,173,105,255,18165,1,
1160,174,104,255,18096,1,
1130,171,112,255,19152,1,
932,171,113,255,19323,1,
915,170,117,255,19890,1,
911,169,114,255,19266,1,
911,169,114,255,19266,1,
913,168,114,255,19152,1,
965,168,112,255,18816,1,
997,169,111,255,18759,1,
1140,168,109,255,18312,1,
779,168,107,255,17976,1,
719,168,104,255,17472,1,
720,169,104,255,17576,1,
784,169,108,255,18252,1,
784,169,108,255,18252,1,
856,169,109,255,18421,1,
933,170,109,255,18530,1,
1010,171,108,255,18468,1,
1100,171,108,255,18468,1,
753,172,102,255,17544,1,
586,171,100,255,17100,1,
639,171,99,255,16929,1,
676,171,98,255,16758,1,
638,171,98,255,16758,1,
672,171,97,255,16587,1,
718,171,95,255,16245,1,
742,171,92,255,15732,1,
742,170,89,255,15130,1,
488,176,78,255,13728,1,
178,175,77,255,13475,1,
69,173,78,255,13494,1,
104,174,78,255,13572,1,
137,174,78,255,13572,1,
173,174,83,255,14442,1,
216,174,83,255,14442,1,
399,174,81,255,14094,1,
399,174,81,255,14094,1,
447,171,82,255,14022,1,
471,171,83,255,14193,1,
497,173,71,255,12283,1,
164,171,76,255,12996,1,
147,171,76,255,12996,1,
158,171,76,255,12996,1,
182,171,76,255,12996,1,
207,170,76,255,12920,1,
243,168,75,255,12600,1,
295,167,75,255,12525,1,
322,167,74,255,12358,1,
349,168,71,255,11928,1,
366,169,73,255,12337,1,
487,176,75,255,13200,1,
345,175,77,255,13475,1,
170,176,75,255,13200,1,
164,177,75,255,13275,1,
193,177,75,255,13275,1,
261,177,75,255,13275,1,
277,176,75,255,13200,1,
304,175,74,255,12950,1,
337,174,73,255,12702,1,
409,173,73,255,12629,1,
1160,177,92,255,16284,1,
849,174,96,255,16704,1,
632,172,99,255,17028,1,
466,170,102,255,17340,1,
449,169,101,255,17069,1,
436,170,101,255,17170,1,
458,170,100,255,17000,1,
472,172,99,255,17028,1,
490,172,98,255,16856,1,
495,172,95,255,16340,1,
498,174,95,255,16530,1,
520,172,97,255,16684,1,
612,171,98,255,16758,1,
713,171,100,255,17100,1,
902,172,99,255,17028,1,
1180,173,96,255,16608,1,
707,171,92,255,15732,1,
523,170,87,255,14790,1,
500,173,83,255,14359,1,
497,170,86,255,14620,1,
491,170,87,255,14790,1,
480,173,85,255,14705,1,
479,173,85,255,14705,1,
568,172,79,255,13588,1,
605,170,78,255,13260,1,
621,168,81,255,13608,1,
620,166,87,255,14442,1,
612,169,89,255,15041,1,
764,171,88,255,15048,1,
928,175,87,255,15225,1,
1100,169,98,255,16562,1,
1030,170,106,255,18020,1,
1040,172,111,255,19092,1,
1060,170,116,255,19720,1,
1060,171,124,255,21204,1,
1120,173,130,255,22490,1,
1230,176,133,255,23408,1,
1300,176,133,255,23408,1,
1330,175,136,255,23800,1,
1400,176,142,255,24992,1,
1440,176,149,255,26224,1,
1430,177,151,255,26727,1,
1410,175,150,255,26250,1,
1290,178,146,255,25988,1,
1230,176,146,255,25696,1,
1210,177,143,255,25311,1,
1190,178,139,255,24742,1,
1420,175,135,255,23625,1,
1520,174,130,255,22620,1,
1670,176,133,255,23408,1,
1670,177,135,255,23895,1,
1810,176,135,255,23760,1,
1950,177,135,255,23895,1,
1980,178,135,255,24030,1,
2000,179,144,255,25776,1,
2040,177,153,255,27081,1,
2080,176,154,255,27104,1,
2080,176,153,255,26928,1,
2040,177,156,255,27612,1,
1950,176,152,255,26752,1,
1850,177,150,255,26550,1,
1590,179,150,255,26850,1,
1450,177,150,255,26550,1,
1310,177,147,255,26019,1,
983,176,147,255,25872,1,
821,177,145,255,25665,1,
666,178,144,255,25632,1,
548,178,141,255,25098,1,
480,179,134,255,23986,1,
471,178,137,255,24386,1,
671,179,139,255,24881,1,
964,178,137,255,24386,1,
1560,179,134,255,23986,1,
1880,179,136,255,24344,1,
2170,179,136,255,24344,1,
2060,178,137,255,24386,1,
1480,178,134,255,23852,1,
1260,178,128,255,22784,1,
929,179,124,255,22196,1,
684,178,120,255,21360,1,
597,179,117,255,20943,1,
458,178,118,255,21004,1,
247,177,119,255,21063,1,
218,178,118,255,21004,1,
339,179,117,255,20943,1,
426,178,112,255,19936,1,
502,178,111,255,19758,1,
656,178,108,255,19224,1,
862,177,108,255,19116,1,
1090,176,110,255,19360,1,
1540,177,121,255,21417,1,
1690,176,125,255,22000,1,
1780,175,127,255,22225,1,
1850,176,130,255,22880,1,
1850,179,131,255,23449,1,
1790,179,130,255,23270,1,
1710,176,128,255,22528,1,
1590,174,122,255,21228,1,
1370,176,112,255,19712,1,
1300,176,112,255,19712,1,
1260,177,113,255,20001,1,
1230,177,113,255,20001,1,
1250,178,119,255,21182,1,
1290,178,125,255,22250,1,
1340,179,127,255,22733,1,
1350,179,130,255,23270,1,
1350,179,133,255,23807,1,
1340,175,134,255,23450,1,
1160,176,134,255,23584,1,
1120,177,134,255,23718,1,
1080,178,131,255,23318,1,
1110,178,131,255,23318,1,
1240,174,131,255,22794,1,
1400,174,133,255,23142,1,
1580,172,135,255,23220,1,
1580,178,137,255,24386,1,
1560,179,138,255,24702,1,
1580,178,138,255,24564,1,
1640,179,141,255,25239,1,
1800,179,142,255,25418,1,
1960,177,143,255,25311,1,
2050,177,143,255,25311,1,
2050,176,143,255,25168,1,
2180,176,144,255,25344,1,
2420,178,144,255,25632,1,
2410,179,140,255,25060,1,
2450,177,135,255,23895,1,
2480,177,131,255,23187,1,
2520,176,128,255,22528,1,
2530,176,129,255,22704,1,
2460,176,130,255,22880,1,
2320,178,136,255,24208,1,
2170,178,140,255,24920,1,
2070,177,141,255,24957,1,
2000,176,141,255,24816,1,
1960,176,140,255,24640,1,
1960,176,138,255,24288,1,
1940,176,139,255,24464,1,
1930,178,138,255,24564,1,
1920,178,137,255,24386,1,
1880,178,137,255,24386,1,
1820,178,136,255,24208,1,
1720,176,135,255,23760,1,
1630,177,135,255,23895,1,
1570,177,133,255,23541,1,
1530,179,133,255,23807,1,
1510,179,133,255,23807,1,
1500,177,133,255,23541,1,
1490,176,133,255,23408,1,
1470,175,132,255,23100,1,
1480,175,129,255,22575,1,
1490,174,132,255,22968,1,
1510,174,134,255,23316,1,
1540,174,135,255,23490,1,
1570,174,136,255,23664,1,
1630,174,140,255,24360,1,
1680,177,143,255,25311,1,
1750,178,144,255,25632,1,
2760,178,144,255,25632,1,
2780,179,142,255,25418,1,
2790,179,141,255,25239,1,
2780,179,141,255,25239,1,
2750,178,139,255,24742,1,
2740,178,137,255,24386,1,
2760,179,137,255,24523,1,
2790,179,137,255,24523,1,
2800,179,136,255,24344,1,
2800,179,132,255,23628,1,
2810,179,130,255,23270,1,
2860,178,130,255,23140,1,
2920,178,131,255,23318,1,
2940,179,133,255,23807,1,
2900,179,134,255,23986,1,
2860,179,134,255,23986,1,
2800,178,134,255,23852,1,
2720,178,133,255,23674,1,
2620,177,134,255,23718,1,
2590,177,137,255,24249,1,
2620,177,137,255,24249,1,
2670,179,138,255,24702,1,
2700,179,138,255,24702,1,
2740,179,138,255,24702,1,
2820,179,141,255,25239,1,
2900,179,141,255,25239,1,
2970,179,141,255,25239,1,
3020,179,142,255,25418,1,
3070,179,144,255,25776,1,
3090,177,144,255,25488,1,
3100,177,144,255,25488,1,
3120,175,144,255,25200,1,
3160,179,143,255,25597,1,
3210,179,141,255,25239,1,
3260,179,140,255,25060,1,
3310,179,140,255,25060,1,
3350,178,137,255,24386,1,
3400,178,137,255,24386,1,
3450,178,135,255,24030,1,
3480,176,133,255,23408,1,
3560,179,135,255,24165,1,
3530,179,135,255,24165,1,
3440,179,135,255,24165,1,
2330,172,133,255,22876,1,
2380,177,134,255,23718,1,
2450,177,136,255,24072,1,
2500,176,137,255,24112,1,
2520,175,136,255,23800,1,
2520,176,135,255,23760,1,
2500,176,132,255,23232,1,
2430,176,131,255,23056,1,
2390,177,130,255,23010,1,
2360,178,128,255,22784,1,
2330,178,127,255,22606,1,
2280,177,127,255,22479,1,
2270,176,129,255,22704,1,
2250,176,130,255,22880,1,
2280,178,130,255,23140,1,
2330,178,130,255,23140,1,
2360,178,129,255,22962,1,
2330,174,126,255,21924,1,
2250,174,123,255,21402,1,
2160,175,122,255,21350,1,
2120,176,122,255,21472,1,
3810,177,129,255,22833,1,
3760,177,130,255,23010,1,
3650,175,131,255,22925,1,
3690,178,130,255,23140,1,
3730,177,131,255,23187,1,
3760,177,135,255,23895,1,
3770,178,137,255,24386,1,
3760,178,137,255,24386,1,
3620,178,128,255,22784,1,
3530,178,124,255,22072,1,
3690,176,124,255,21824,1,
3640,176,124,255,21824,1,
3640,177,125,255,22125,1,
3640,178,126,255,22428,1,
3600,179,125,255,22375,1,
3540,178,124,255,22072,1,
3490,175,123,255,21525,1,
3410,175,126,255,22050,1,
3280,174,127,255,22098,1,
3130,178,127,255,22606,1,
3070,177,128,255,22656,1,
3050,177,129,255,22833,1,
3060,177,129,255,22833,1,
3040,176,128,255,22528,1,
3030,179,129,255,23091,1,
3000,178,128,255,22784,1,
2900,178,128,255,22784,1,
2780,177,128,255,22656,1,
2760,178,133,255,23674,1,
2830,177,138,255,24426,1,
2830,176,138,255,24288,1,
2780,175,137,255,23975,1,
2660,176,134,255,23584,1,
2360,178,129,255,22962,1,
2230,178,127,255,22606,1,
2160,177,123,255,21771,1,
2080,177,119,255,21063,1,
1930,173,118,255,20414,1,
1880,172,119,255,20468,1,
1790,172,118,255,20296,1,
1730,174,119,255,20706,1,
1820,175,119,255,20825,1,
1880,174,118,255,20532,1,
1890,175,118,255,20650,1,
1820,175,117,255,20475,1,
1760,174,118,255,20532,1,
1640,173,120,255,20760,1,
1620,173,121,255,20933,1,
1640,175,121,255,21175,1,
1620,176,122,255,21472,1,
1530,176,123,255,21648,1,
1430,176,123,255,21648,1,
1380,176,123,255,21648,1,
1350,176,120,255,21120,1,
2950,174,121,255,21054,1,
2840,173,122,255,21106,1,
2740,172,122,255,20984,1,
2610,174,121,255,21054,1,
2510,175,119,255,20825,1,
2450,175,117,255,20475,1,
2360,175,118,255,20650,1,
2360,175,118,255,20650,1,
2290,175,119,255,20825,1,
2120,175,120,255,21000,1,
2310,174,119,255,20706,1,
2250,173,119,255,20587,1,
2120,173,119,255,20587,1,
2020,173,116,255,20068,1,
1930,173,113,255,19549,1,
1810,172,115,255,19780,1,
1770,171,117,255,20007,1,
1840,170,116,255,19720,1,
1860,172,117,255,20124,1,
1800,174,116,255,20184,1,
1730,176,114,255,20064,1,
1670,176,116,255,20416,1,
1620,176,117,255,20592,1,
1560,177,120,255,21240,1,
1490,176,124,255,21824,1,
1410,174,126,255,21924,1,
1340,172,127,255,21844,1,
1320,171,126,255,21546,1,
1190,171,128,255,21888,1,
1080,172,126,255,21672,1,
1030,172,125,255,21500,1,
3200,175,119,255,20825,1,
3140,174,113,255,19662,1,
3000,174,111,255,19314,1,
2830,175,111,255,19425,1,
2780,176,113,255,19888,1,
2420,176,119,255,20944,1,
2300,177,119,255,21063,1,
1910,179,120,255,21480,1,
1740,179,121,255,21659,1,
1220,178,128,255,22784,1,
1200,178,130,255,23140,1,
1300,177,130,255,23010,1,
1310,176,130,255,22880,1,
1290,178,126,255,22428,1,
1320,177,127,255,22479,1,
1420,177,128,255,22656,1,
1450,177,130,255,23010,1,
1450,177,132,255,23364,1,
1450,177,132,255,23364,1,
1430,178,130,255,23140,1,
1550,178,127,255,22606,1,
2610,178,128,255,22784,1,
2390,177,128,255,22656,1,
