variance,max H,max S,max V,H*S,ok not ok,
730,179,107,255,19153,1,
744,178,106,255,18868,1,
772,177,105,255,18585,1,
801,178,103,255,18334,1,
820,178,100,255,17800,1,
828,178,98,255,17444,1,
824,179,98,255,17542,1,
815,179,98,255,17542,1,
799,179,98,255,17542,1,
790,179,99,255,17721,1,
800,179,99,255,17721,1,
839,177,99,255,17523,1,
905,176,100,255,17600,1,
995,174,100,255,17400,1,
1090,173,103,255,17819,1,
1160,175,103,255,18025,1,
1200,175,103,255,18025,1,
1200,175,103,255,18025,1,
1170,175,102,255,17850,1,
1120,175,101,255,17675,1,
1060,175,101,255,17675,1,
992,175,105,255,18375,1,
937,175,107,255,18725,1,
904,175,112,255,19600,1,
888,175,112,255,19600,1,
884,175,113,255,19775,1,
889,176,113,255,19888,1,
901,176,113,255,19888,1,
927,176,111,255,19536,1,
969,176,106,255,18656,1,
1010,176,101,255,17776,1,
1050,176,98,255,17248,1,
1060,176,96,255,16896,1,
165,176,95,255,16720,1,
157,176,97,255,17072,1,
140,177,99,255,17523,1,
118,177,102,255,18054,1,
96,177,104,255,18408,1,
80,177,104,255,18408,1,
71,176,104,255,18304,1,
68,174,103,255,17922,1,
63,175,100,255,17500,1,
65,175,96,255,16800,1,
97,176,95,255,16720,1,
123,176,95,255,16720,1,
139,176,95,255,16720,1,
151,176,93,255,16368,1,
154,175,94,255,16450,1,
154,175,97,255,16975,1,
147,174,100,255,17400,1,
124,174,102,255,17748,1,
98,174,102,255,17748,1,
76,175,102,255,17850,1,
62,175,102,255,17850,1,
60,176,103,255,18128,1,
54,177,103,255,18231,1,
49,178,102,255,18156,1,
48,178,99,255,17622,1,
51,177,99,255,17523,1,
56,177,100,255,17700,1,
58,176,103,255,18128,1,
115,176,103,255,18128,1,
117,175,102,255,17850,1,
123,175,100,255,17500,1,
134,175,101,255,17675,1,
141,175,103,255,18025,1,
94,175,103,255,18025,1,
95,174,103,255,17922,1,
95,173,103,255,17819,1,
98,173,102,255,17646,1,
102,173,98,255,16954,1,
93,175,95,255,16625,1,
83,178,93,255,16554,1,
69,179,97,255,17363,1,
55,179,101,255,18079,1,
47,178,103,255,18334,1,
33,177,102,255,18054,1,
30,178,100,255,17800,1,
30,178,99,255,17622,1,
32,178,103,255,18334,1,
37,178,108,255,19224,1,
28,177,109,255,19293,1,
26,177,108,255,19116,1,
25,177,107,255,18939,1,
23,177,106,255,18762,1,
23,176,108,255,19008,1,
25,176,108,255,19008,1,
28,176,108,255,19008,1,
33,177,107,255,18939,1,
34,177,114,255,20178,1,
31,178,117,255,20826,1,
34,178,119,255,21182,1,
39,178,119,255,21182,1,
43,179,119,255,21301,1,
42,179,119,255,21301,1,
41,178,118,255,21004,1,
47,179,118,255,21122,1,
47,179,118,255,21122,1,
44,177,117,255,20709,1,
30,178,111,255,19758,1,
24,179,113,255,20227,1,
23,178,115,255,20470,1,
26,179,113,255,20227,1,
19,178,114,255,20292,1,
15,177,113,255,20001,1,
24,176,113,255,19888,1,
18,177,114,255,20178,1,
244,176,113,255,19888,1,
242,177,110,255,19470,1,
258,175,106,255,18550,1,
268,176,106,255,18656,1,
239,176,105,255,18480,1,
238,175,104,255,18200,1,
243,176,102,255,17952,1,
220,176,100,255,17600,1,
249,177,101,255,17877,1,
279,174,103,255,17922,1,
270,171,103,255,17613,1,
297,170,105,255,17850,1,
308,170,103,255,17510,1,
280,172,102,255,17544,1,
289,173,102,255,17646,1,
166,176,104,255,18304,1,
182,177,105,255,18585,1,
183,179,100,255,17900,1,
197,179,98,255,17542,1,
200,179,99,255,17721,1,
185,179,100,255,17900,1,
154,179,100,255,17900,1,
142,179,99,255,17721,1,
149,178,98,255,17444,1,
124,177,108,255,19116,1,
135,177,114,255,20178,1,
135,177,117,255,20709,1,
139,177,117,255,20709,1,
87,175,115,255,20125,1,
67,174,113,255,19662,1,
69,175,110,255,19250,1,
84,177,108,255,19116,1,
81,178,103,255,18334,1,
77,179,97,255,17363,1,
70,177,96,255,16992,1,
73,177,98,255,17346,1,
67,178,97,255,17266,1,
79,177,100,255,17700,1,
69,176,101,255,17776,1,
84,172,100,255,17200,1,
74,173,101,255,17473,1,
90,173,98,255,16954,1,
74,174,99,255,17226,1,
112,176,102,255,17952,1,
131,176,117,255,20592,1,
190,176,127,255,22352,1,
275,175,128,255,22400,1,
343,175,125,255,21875,1,
498,176,118,255,20768,1,
516,177,116,255,20532,1,
616,178,118,255,21004,1,
541,179,113,255,20227,1,
443,179,108,255,19332,1,
330,179,110,255,19690,1,
254,179,116,255,20764,1,
200,178,118,255,21004,1,
172,178,119,255,21182,1,
183,179,116,255,20764,1,
221,179,123,255,22017,1,
346,179,142,255,25418,1,
434,178,151,255,26878,1,
484,178,158,255,28124,1,
461,179,158,255,28282,1,
263,178,138,255,24564,1,
192,178,118,255,21004,1,
159,179,106,255,18974,1,
184,179,118,255,21122,1,
256,179,137,255,24523,1,
393,178,164,255,29192,1,
447,178,173,255,30794,1,
561,178,179,255,31862,1,
659,174,184,255,32016,1,
739,179,184,255,32936,1,
714,175,189,255,33075,1,
722,177,182,255,32214,1,
725,178,179,255,31862,1,
729,179,172,255,30788,1,
715,179,163,255,29177,1,
737,179,155,255,27745,1,
748,179,152,255,27208,1,
726,178,151,255,26878,1,
523,178,126,255,22428,1,
413,178,105,255,18690,1,
394,178,108,255,19224,1,
486,178,111,255,19758,1,
698,178,139,255,24742,1,
787,178,147,255,26166,1,
835,178,148,255,26344,1,
874,178,149,255,26522,1,
933,179,167,255,29893,1,
910,179,178,255,31862,1,
881,179,181,255,32399,1,
871,179,180,255,32220,1,
806,179,163,255,29177,1,
792,179,157,255,28103,1,
800,177,153,255,27081,1,
803,177,149,255,26373,1,
794,178,148,255,26344,1,
801,179,155,255,27745,1,
785,179,156,255,27924,1,
746,179,154,255,27566,1,
746,178,151,255,26878,1,
772,178,153,255,27234,1,
781,179,156,255,27924,1,
828,179,159,255,28461,1,
829,179,161,255,28819,1,
800,179,160,255,28640,1,
798,179,158,255,28282,1,
828,179,151,255,27029,1,
832,178,150,255,26700,1,
843,179,150,255,26850,1,
755,179,148,255,26492,1,
728,179,136,255,24344,1,
728,179,141,255,25239,1,
732,178,143,255,25454,1,
729,178,145,255,25810,1,
721,177,144,255,25488,1,
697,177,142,255,25134,1,
672,176,142,255,24992,1,
688,176,142,255,24992,1,
702,177,140,255,24780,1,
720,177,134,255,23718,1,
720,178,138,255,24564,1,
686,177,145,255,25665,1,
671,178,147,255,26166,1,
657,178,149,255,26522,1,
632,178,149,255,26522,1,
653,179,149,255,26671,1,
658,178,147,255,26166,1,
649,178,146,255,25988,1,
638,178,147,255,26166,1,
635,178,152,255,27056,1,
627,179,151,255,27029,1,
633,178,149,255,26522,1,
663,178,146,255,25988,1,
694,178,145,255,25810,1,
756,177,151,255,26727,1,
762,176,150,255,26400,1,
754,177,147,255,26019,1,
742,178,146,255,25988,1,
702,179,148,255,26492,1,
690,179,149,255,26671,1,
694,179,148,255,26492,1,
714,179,145,255,25955,1,
727,179,144,255,25776,1,
679,179,144,255,25776,1,
696,179,152,255,27208,1,
709,178,155,255,27590,1,
714,175,156,255,27300,1,
700,176,150,255,26400,1,
705,176,145,255,25520,1,
666,176,146,255,25696,1,
708,177,147,255,26019,1,
754,177,148,255,26196,1,
809,176,149,255,26224,1,
813,176,148,255,26048,1,
746,177,149,255,26373,1,
775,177,143,255,25311,1,
845,177,142,255,25134,1,
890,177,144,255,25488,1,
864,179,144,255,25776,1,
851,179,146,255,26134,1,
842,179,142,255,25418,1,
809,179,150,255,26850,1,
837,177,151,255,26727,1,
837,176,151,255,26576,1,
804,178,144,255,25632,1,
852,179,147,255,26313,1,
886,179,149,255,26671,1,
847,179,150,255,26850,1,
935,178,154,255,27412,1,
980,177,155,255,27435,1,
1010,177,156,255,27612,1,
1080,177,157,255,27789,1,
1110,177,150,255,26550,1,
1240,178,143,255,25454,1,
1220,178,127,255,22606,1,
1230,178,120,255,21360,1,
1090,176,118,255,20768,1,
1070,171,118,255,20178,1,
1050,170,125,255,21250,1,
918,167,126,255,21042,1,
815,166,130,255,21580,1,
553,174,139,255,24186,1,
531,175,143,255,25025,1,
513,176,147,255,25872,1,
609,177,147,255,26019,1,
751,177,151,255,26727,1,
874,178,153,255,27234,1,
874,179,146,255,26134,1,
935,178,145,255,25810,1,
891,179,147,255,26313,1,
957,177,144,255,25488,1,
900,178,146,255,25988,1,
909,178,147,255,26166,1,
905,177,147,255,26019,1,
949,175,147,255,25725,1,
892,175,145,255,25375,1,
954,175,149,255,26075,1,
919,175,148,255,25900,1,
956,176,149,255,26224,1,
879,176,148,255,26048,1,
909,177,148,255,26196,1,
853,177,148,255,26196,1,
907,177,148,255,26196,1,
849,177,148,255,26196,1,
894,176,147,255,25872,1,
833,175,148,255,25900,1,
835,175,147,255,25725,1,
842,176,146,255,25696,1,
801,177,149,255,26373,1,
878,177,151,255,26727,1,
853,177,153,255,27081,1,
921,177,153,255,27081,1,
893,177,151,255,26727,1,
1030,178,149,255,26522,1,
1060,177,148,255,26196,1,
1200,177,142,255,25134,1,
1160,177,138,255,24426,1,
1230,177,133,255,23541,1,
1130,176,133,255,23408,1,
1010,175,134,255,23450,1,
949,175,134,255,23450,1,
838,172,138,255,23736,1,
752,173,140,255,24220,1,
678,173,140,255,24220,1,
539,173,142,255,24566,1,
525,174,144,255,25056,1,
460,176,144,255,25344,1,
465,177,144,255,25488,1,
461,179,146,255,26134,1,
476,179,148,255,26492,1,
431,179,151,255,27029,1,
453,178,152,255,27056,1,
470,177,151,255,26727,1,
494,179,148,255,26492,1,
527,178,143,255,25454,1,
550,177,143,255,25311,1,
579,179,142,255,25418,1,
611,179,142,255,25418,1,
667,179,146,255,26134,1,
677,177,146,255,25842,1,
695,176,147,255,25872,1,
734,175,144,255,25200,1,
713,174,141,255,24534,1,
695,174,140,255,24360,1,
719,174,141,255,24534,1,
706,175,142,255,24850,1,
695,175,144,255,25200,1,
678,177,144,255,25488,1,
698,177,145,255,25665,1,
700,177,144,255,25488,1,
695,177,145,255,25665,1,
688,176,146,255,25696,1,
682,175,145,255,25375,1,
665,173,147,255,25431,1,
654,175,152,255,26600,1,
626,177,153,255,27081,1,
588,177,153,255,27081,1,
577,177,152,255,26904,1,
595,177,152,255,26904,1,
589,176,151,255,26576,1,
584,176,150,255,26400,1,
582,176,150,255,26400,1,
588,176,151,255,26576,1,
589,178,149,255,26522,1,
574,178,147,255,26166,1,
569,178,145,255,25810,1,
576,178,144,255,25632,1,
586,179,145,255,25955,1,
607,179,146,255,26134,1,
635,177,145,255,25665,1,
635,176,145,255,25520,1,
613,176,144,255,25344,1,
609,176,144,255,25344,1,
625,176,143,255,25168,1,
620,177,142,255,25134,1,
660,177,144,255,25488,1,
696,176,146,255,25696,1,
724,174,149,255,25926,1,
710,174,149,255,25926,1,
712,175,148,255,25900,1,
734,178,146,255,25988,1,
704,178,142,255,25276,1,
684,178,144,255,25632,1,
720,176,146,255,25696,1,
714,177,147,255,26019,1,
722,177,148,255,26196,1,
726,178,148,255,26344,1,
744,178,145,255,25810,1,
726,178,145,255,25810,1,
742,176,149,255,26224,1,
760,176,152,255,26752,1,
794,176,154,255,27104,1,
772,176,154,255,27104,1,
760,176,157,255,27632,1,
803,176,157,255,27632,1,
763,176,153,255,26928,1,
710,176,149,255,26224,1,
748,176,145,255,25520,1,
742,175,146,255,25550,1,
734,174,148,255,25752,1,
856,174,147,255,25578,1,
844,176,142,255,24992,1,
805,177,140,255,24780,1,
739,178,138,255,24564,1,
815,177,135,255,23895,1,
777,177,135,255,23895,1,
726,177,137,255,24249,1,
670,177,136,255,24072,1,
776,175,134,255,23450,1,
724,176,134,255,23584,1,
668,173,134,255,23182,1,
617,174,132,255,22968,1,
681,174,135,255,23490,1,
626,172,141,255,24252,1,
594,172,145,255,24940,1,
577,172,145,255,24940,1,
560,173,146,255,25258,1,
562,174,146,255,25404,1,
592,174,151,255,26274,1,
594,175,153,255,26775,1,
599,177,155,255,27435,1,
676,177,152,255,26904,1,
685,177,150,255,26550,1,
712,177,148,255,26196,1,
723,177,149,255,26373,1,
738,178,147,255,26166,1,
734,178,149,255,26522,1,
785,178,151,255,26878,1,
874,177,152,255,26904,1,
883,175,151,255,26425,1,
956,177,153,255,27081,1,
1060,176,155,255,27280,1,
1100,176,154,255,27104,1,
1170,176,154,255,27104,1,
1240,176,151,255,26576,1,
1200,177,148,255,26196,1,
1230,177,146,255,25842,1,
1270,178,145,255,25810,1,
1170,178,145,255,25810,1,
1230,178,146,255,25988,1,
1270,177,145,255,25665,1,
1300,176,146,255,25696,1,
1260,176,153,255,26928,1,
1270,176,154,255,27104,1,
1250,176,154,255,27104,1,
1100,175,154,255,26950,1,
1040,175,152,255,26600,1,
999,175,151,255,26425,1,
972,176,153,255,26928,1,
915,176,156,255,27456,1,
883,176,158,255,27808,1,
850,177,158,255,27966,1,
837,178,159,255,28302,1,
841,179,161,255,28819,1,
840,179,161,255,28819,1,
848,179,164,255,29356,1,
830,179,166,255,29714,1,
818,179,164,255,29356,1,
806,179,166,255,29714,1,
794,179,167,255,29893,1,
786,179,166,255,29714,1,
793,178,164,255,29192,1,
812,177,164,255,29028,1,
814,177,165,255,29205,1,
816,177,166,255,29382,1,
805,178,164,255,29192,1,
838,179,163,255,29177,1,
858,179,163,255,29177,1,
879,179,165,255,29535,1,
1040,178,165,255,29370,1,
1080,177,167,255,29559,1,
1120,177,169,255,29913,1,
1360,175,172,255,30100,1,
1310,174,173,255,30102,1,
1230,175,173,255,30275,1,
1230,175,163,255,28525,1,
1200,175,157,255,27475,1,
1190,175,156,255,27300,1,
1380,174,161,255,28014,1,
1350,175,165,255,28875,1,
1310,175,168,255,29400,1,
1250,175,170,255,29750,1,
1380,175,170,255,29750,1,
1300,174,168,255,29232,1,
1250,174,165,255,28710,1,
1290,173,165,255,28545,1,
1410,174,164,255,28536,1,
1320,176,160,255,28160,1,
1140,177,154,255,27258,1,
1170,177,149,255,26373,1,
1100,177,151,255,26727,1,
1040,177,153,255,27081,1,
1100,176,152,255,26752,1,
1080,174,152,255,26448,1,
1060,175,154,255,26950,1,
1140,177,153,255,27081,1,
1060,177,152,255,26904,1,
990,177,150,255,26550,1,
1040,177,152,255,26904,1,
1120,177,156,255,27612,1,
1080,179,156,255,27924,1,
958,179,155,255,27745,1,
950,179,152,255,27208,1,
998,179,155,255,27745,1,
975,179,157,255,28103,1,
943,179,157,255,28103,1,
976,178,158,255,28124,1,
966,178,158,255,28124,1,
961,178,161,255,28658,1,
1000,176,161,255,28336,1,
961,177,159,255,28143,1,
912,177,156,255,27612,1,
889,177,151,255,26727,1,
873,178,149,255,26522,1,
854,179,149,255,26671,1,
871,179,150,255,26850,1,
851,179,152,255,27208,1,
832,179,151,255,27029,1,
806,178,150,255,26700,1,
793,179,151,255,27029,1,
778,179,152,255,27208,1,
777,179,155,255,27745,1,
787,179,156,255,27924,1,
770,178,155,255,27590,1,
741,177,155,255,27435,1,
723,177,154,255,27258,1,
762,178,169,255,30082,1,
769,177,170,255,30090,1,
784,177,168,255,29736,1,
758,176,165,255,29040,1,
714,178,164,255,29192,1,
670,178,163,255,29014,1,
650,179,159,255,28461,1,
633,179,157,255,28103,1,
630,178,159,255,28302,1,
635,178,159,255,28302,1,
654,178,159,255,28302,1,
637,178,158,255,28124,1,
626,179,157,255,28103,1,
632,179,158,255,28282,1,
660,179,158,255,28282,1,
677,179,158,255,28282,1,
677,179,160,255,28640,1,
691,179,162,255,28998,1,
701,179,161,255,28819,1,
709,178,165,255,29370,1,
737,178,166,255,29548,1,
737,178,166,255,29548,1,
737,178,166,255,29548,1,
801,179,167,255,29893,1,
801,179,167,255,29893,1,
801,179,167,255,29893,1,
833,179,167,255,29893,1,
833,179,167,255,29893,1,
833,179,167,255,29893,1,
833,179,167,255,29893,1,
900,179,167,255,29893,1,
900,179,167,255,29893,1,
693,179,173,255,30967,1,
693,179,173,255,30967,1,
701,179,174,255,31146,1,
701,179,174,255,31146,1,
701,179,174,255,31146,1,
735,179,176,255,31504,1,
735,179,176,255,31504,1,
735,179,176,255,31504,1,
703,179,172,255,30788,1,
703,179,172,255,30788,1,
703,179,172,255,30788,1,
729,179,174,255,31146,1,
729,179,174,255,31146,1,
729,179,174,255,31146,1,
729,179,174,255,31146,1,
790,179,176,255,31504,1,
790,179,176,255,31504,1,
790,179,176,255,31504,1,
715,179,166,255,29714,1,
755,179,166,255,29714,1,
755,179,166,255,29714,1,
755,179,166,255,29714,1,
825,179,166,255,29714,1,
825,179,166,255,29714,1,
825,179,166,255,29714,1,
930,179,166,255,29714,1,
339,179,137,255,24523,1,
339,179,137,255,24523,1,
380,179,134,255,23986,1,
380,179,134,255,23986,1,
380,179,134,255,23986,1,
438,178,132,255,23496,1,
438,178,132,255,23496,1,
438,178,132,255,23496,1,
438,178,132,255,23496,1,
411,178,111,255,19758,1,
411,178,111,255,19758,1,
411,178,111,255,19758,1,
411,178,111,255,19758,1,
443,179,110,255,19690,1,
443,179,110,255,19690,1,
443,179,110,255,19690,1,
468,178,110,255,19580,1,
468,178,110,255,19580,1,
578,176,106,255,18656,1,
585,176,105,255,18480,1,
585,176,105,255,18480,1,
585,176,105,255,18480,1,
597,176,105,255,18480,1,
597,176,105,255,18480,1,
597,176,105,255,18480,1,
597,176,105,255,18480,1,
609,176,104,255,18304,1,
537,176,105,255,18480,1,
537,176,105,255,18480,1,
537,176,105,255,18480,1,
545,176,105,255,18480,1,
545,176,105,255,18480,1,
545,176,105,255,18480,1,
551,176,105,255,18480,1,
551,176,105,255,18480,1,
551,176,105,255,18480,1,
587,179,108,255,19332,1,
587,179,108,255,19332,1,
587,179,108,255,19332,1,
596,177,108,255,19116,1,
596,177,108,255,19116,1,
596,177,108,255,19116,1,
595,177,108,255,19116,1,
595,177,108,255,19116,1,
464,179,118,255,21122,1,
464,179,118,255,21122,1,
472,179,118,255,21122,1,
472,179,118,255,21122,1,
472,179,118,255,21122,1,
382,179,118,255,21122,1,
369,179,119,255,21301,1,
817,179,118,255,21122,1,
817,179,118,255,21122,1,
793,179,118,255,21122,1,
389,177,168,181,29736,1,
389,177,168,181,29736,1,
389,177,168,181,29736,1,
390,177,166,181,29382,1,
401,177,166,181,29382,1,
415,178,165,179,29370,1,
465,177,165,179,29205,1,
423,178,164,182,29192,1,
423,178,164,182,29192,1,
2990,179,178,250,31862,1,
3090,179,181,248,32399,1,
2900,178,184,248,32752,1,
2900,178,184,248,32752,1,
3210,179,180,255,32220,1,
4400,178,178,255,31684,1,
4750,179,178,255,31862,1,
4750,179,180,255,32220,1,
42,178,141,193,25098,1,
28,178,138,193,24564,1,
15,178,136,193,24208,1,
29,179,137,193,24523,1,
29,179,137,193,24523,1,
55,178,137,191,24386,1,
55,178,137,191,24386,1,
105,178,137,226,24386,1,
150,178,137,255,24386,1,
1510,178,142,255,25276,1,
1520,178,140,255,24920,1,
1510,178,138,255,24564,1,
1490,178,136,255,24208,1,
1450,178,134,255,23852,1,
1420,178,131,255,23318,1,
1380,179,128,255,22912,1,
1330,178,125,255,22250,1,
1100,177,121,255,21417,1,
1080,178,119,255,21182,1,
1540,178,128,255,22784,1,
1670,178,128,255,22784,1,
1790,178,127,255,22606,1,
1580,178,128,255,22784,1,
1560,178,128,255,22784,1,
1480,177,130,255,23010,1,
1410,177,130,255,23010,1,
1310,177,129,255,22833,1,
1250,176,131,255,23056,1,
1200,179,117,255,20943,1,
1400,179,119,255,21301,1,
1530,179,120,255,21480,1,
1640,179,120,255,21480,1,
1660,179,120,255,21480,1,
1590,179,121,255,21659,1,
1490,179,120,255,21480,1,
1660,179,120,255,21480,1,
1550,179,121,255,21659,1,
1020,178,122,255,21716,1,
1200,178,123,255,21894,1,
1350,178,122,255,21716,1,
1460,178,121,255,21538,1,
1570,178,122,255,21716,1,
1610,177,123,255,21771,1,
1600,178,122,255,21716,1,
1550,177,123,255,21771,1,
1470,177,124,255,21948,1,
1360,178,122,255,21716,1,
1010,177,128,255,22656,1,
1230,178,128,255,22784,1,
1420,177,129,255,22833,1,
1780,177,128,255,22656,1,
1920,176,127,255,22352,1,
2010,175,128,255,22400,1,
1780,176,126,255,22176,1,
1770,176,126,255,22176,1,
1700,176,128,255,22528,1,
738,179,131,255,23449,1,
953,178,132,255,23496,1,
1160,177,132,255,23364,1,
1330,176,133,255,23408,1,
1490,176,131,255,23056,1,
1630,175,132,255,23100,1,
1750,175,131,255,22925,1,
1810,175,127,255,22225,1,
1820,176,126,255,22176,1,
2010,176,125,255,22000,1,
1140,178,120,255,21360,1,
1340,177,121,255,21417,1,
1340,178,121,255,21538,1,
1500,178,123,255,21894,1,
1640,178,122,255,21716,1,
1760,178,123,255,21894,1,
1850,178,124,255,22072,1,
1910,178,124,255,22072,1,
1930,178,123,255,21894,1,
829,176,127,255,22352,1,
846,176,127,255,22352,1,
1020,176,126,255,22176,1,
1250,176,127,255,22352,1,
1460,176,128,255,22528,1,
1850,176,129,255,22704,1,
1980,176,129,255,22704,1,
2110,176,128,255,22528,1,
1950,177,128,255,22656,1,
860,176,129,255,22704,1,
903,176,127,255,22352,1,
917,176,126,255,22176,1,
1080,175,125,255,21875,1,
1350,175,126,255,22050,1,
1570,175,126,255,22050,1,
1780,175,126,255,22050,1,
1930,175,126,255,22050,1,
2100,175,125,255,21875,1,
2220,175,123,255,21525,1,
1020,177,127,255,22479,1,
1230,177,127,255,22479,1,
1180,177,124,255,21948,1,
1310,177,123,255,21771,1,
1350,176,121,255,21296,1,
1540,175,120,255,21000,1,
1730,174,120,255,20880,1,
1860,174,119,255,20706,1,
2030,174,117,255,20358,1,
967,175,126,255,22050,1,
1090,177,125,255,22125,1,
1130,177,123,255,21771,1,
1050,178,123,255,21894,1,
1110,179,121,255,21659,1,
1310,178,118,255,21004,1,
1500,178,117,255,20826,1,
1660,178,118,255,21004,1,
1970,177,118,255,20886,1,
780,177,127,255,22479,1,
955,178,127,255,22606,1,
1140,178,127,255,22606,1,
1140,178,126,255,22428,1,
1270,178,126,255,22428,1,
1480,178,124,255,22072,1,
1660,178,125,255,22250,1,
1790,178,126,255,22428,1,
1920,179,127,255,22733,1,
2040,179,127,255,22733,1,
517,177,120,255,21240,1,
650,177,121,255,21417,1,
811,177,119,255,21063,1,
979,177,119,255,21063,1,
1310,177,119,255,21063,1,
1570,177,116,255,20532,1,
1780,176,112,255,19712,1,
1930,177,108,255,19116,1,
1880,177,110,255,19470,1,
457,177,119,255,21063,1,
500,178,118,255,21004,1,
600,178,119,255,21182,1,
796,178,118,255,21004,1,
1030,177,118,255,20886,1,
1090,178,121,255,21538,1,
1290,177,121,255,21417,1,
1550,177,122,255,21594,1,
1790,177,125,255,22125,1,
2170,177,128,255,22656,1,
496,177,145,255,25665,1,
431,177,145,255,25665,1,
345,177,143,255,25311,1,
380,177,142,255,25134,1,
319,177,135,255,23895,1,
290,177,133,255,23541,1,
287,177,133,255,23541,1,
573,178,133,255,23674,1,
731,178,130,255,23140,1,
711,178,131,255,23318,1,
711,178,131,255,23318,1,
711,178,131,255,23318,1,
711,178,131,255,23318,1,
851,178,128,255,22784,1,
852,178,128,255,22784,1,
852,178,128,255,22784,1,
861,178,128,255,22784,1,
421,179,93,255,16647,1,
483,179,93,255,16647,1,
612,179,93,255,16647,1,
566,179,93,255,16647,1,
566,179,93,255,16647,1,
566,179,93,255,16647,1,
574,179,94,255,16826,1,
580,179,94,255,16826,1,
580,179,94,255,16826,1,
580,179,94,255,16826,1,
441,179,113,255,20227,1,
441,179,113,255,20227,1,
1630,179,145,222,25955,1,
1630,179,145,222,25955,1,
1630,179,145,222,25955,1,
417,179,114,255,20406,1,
417,179,114,255,20406,1,
417,179,114,255,20406,1,
381,178,113,255,20114,1,
381,178,113,255,20114,1,
538,179,144,255,25776,1,
448,179,143,255,25597,1,
490,179,142,255,25418,1,
418,179,142,255,25418,1,
506,179,142,255,25418,1,
427,179,142,255,25418,1,
368,179,142,255,25418,1,
348,179,142,255,25418,1,
341,179,142,255,25418,1,
379,179,145,255,25955,1,
211,179,148,255,26492,1,
156,179,162,255,28998,1,
176,179,166,255,29714,1,
265,179,169,255,30251,1,
302,179,172,255,30788,1,
430,179,174,255,31146,1,
216,179,173,255,30967,1,
209,179,168,255,30072,1,
177,177,162,255,28674,1,
150,178,155,255,27590,1,
153,176,151,255,26576,1,
219,178,149,255,26522,1,
285,179,151,255,27029,1,
307,179,151,255,27029,1,
738,179,152,255,27208,1,
742,179,151,255,27029,1,
752,179,151,255,27029,1,
210,179,148,255,26492,1,
213,179,146,255,26134,1,
324,179,147,255,26313,1,
412,179,143,255,25597,1,
522,179,140,255,25060,1,
619,178,142,255,25276,1,
724,178,143,255,25454,1,
860,178,143,255,25454,1,
936,178,143,255,25454,1,
1160,177,145,255,25665,1,
1220,176,145,255,25520,1,
1240,176,147,255,25872,1,
1260,176,146,255,25696,1,
1280,176,146,255,25696,1,
1290,176,145,255,25520,1,
1270,177,144,255,25488,1,
1160,177,144,255,25488,1,
1160,178,143,255,25454,1,
1150,179,140,255,25060,1,
1180,178,137,255,24386,1,
81,178,143,204,25454,1,
165,178,144,204,25632,1,
654,179,144,201,25776,1,
782,179,144,201,25776,1,
398,178,146,255,25988,1,
280,178,146,255,25988,1,
216,178,145,255,25810,1,
283,179,143,255,25597,1,
313,179,140,253,25060,1,
331,179,137,250,24523,1,
640,177,138,255,24426,1,
464,178,143,253,25454,1,
347,178,147,255,26166,1,
211,177,154,255,27258,1,
128,178,157,255,27946,1,
85,179,155,255,27745,1,
81,178,157,255,27946,1,
213,179,155,255,27745,1,
279,179,156,255,27924,1,
865,178,164,255,29192,1,
758,179,164,255,29356,1,
590,178,163,255,29014,1,
330,179,163,255,29177,1,
225,179,160,255,28640,1,
197,179,161,255,28819,1,
160,179,159,250,28461,1,
153,179,157,242,28103,1,
164,179,155,236,27745,1,
164,179,155,236,27745,1,
1120,175,119,255,20825,1,
1280,175,119,255,20825,1,
1220,175,119,255,20825,1,
1360,175,119,255,20825,1,
1540,175,120,255,21000,1,
1720,175,121,255,21175,1,
1720,175,121,255,21175,1,
1880,175,121,255,21175,1,
929,177,147,255,26019,1,
1190,177,151,255,26727,1,
1160,177,151,255,26727,1,
1500,177,155,255,27435,1,
1540,177,154,255,27258,1,
1860,177,157,255,27789,1,
1860,177,157,255,27789,1,
2170,177,158,255,27966,1,
2130,177,157,255,27789,1,
2290,177,157,255,27789,1,
788,178,164,255,29192,1,
1020,179,163,255,29177,1,
1160,178,164,255,29192,1,
1210,178,164,255,29192,1,
1100,179,164,255,29356,1,
1140,178,164,255,29192,1,
1140,178,164,255,29192,1,
1190,178,164,255,29192,1,
1190,178,164,255,29192,1,
1340,178,164,255,29192,1,
1170,174,133,255,23142,1,
1180,174,133,255,23142,1,
1190,174,133,255,23142,1,
1280,174,133,255,23142,1,
1630,174,133,255,23142,1,
1650,174,133,255,23142,1,
1650,174,133,255,23142,1,
1740,175,136,255,23800,1,
2200,175,139,255,24325,1,
3510,177,134,255,23718,1,
3510,177,134,255,23718,1,
3510,177,134,255,23718,1,
3510,177,134,255,23718,1,
3510,177,134,255,23718,1,
2460,177,129,255,22833,1,
2430,177,129,255,22833,1,
2430,177,129,255,22833,1,
2420,177,129,255,22833,1,
2420,177,129,255,22833,1,
2450,177,130,255,23010,1,
2360,175,129,255,22575,1,
2360,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2380,175,129,255,22575,1,
2500,174,121,255,21054,1,
2500,174,121,255,21054,1,
2500,174,121,255,21054,1,
