variance,max H,max S,max V,H*S,ok not ok
1391,179,163,255,29177,1
2693,178,175,255,31150,1
2784,177,172,255,30444,1
2812,179,172,255,30788,1
1783,179,212,255,37948,1
1722,174,211,255,36714,1
1672,174,211,255,36714,1
1736,178,210,255,37380,1
1698,178,209,255,37202,1
1627,179,207,255,37053,1
574,174,160,195,27840,1
2127,179,202,255,36158,1
1120,178,215,255,38270,1
1098,178,211,255,37558,1
1069,179,208,255,37232,1
1083,179,203,255,36337,1
1057,178,201,255,35778,1
1095,178,200,255,35600,1
1098,178,198,255,35244,1
1098,178,198,255,35244,1
1098,178,198,255,35244,1
2857,176,239,255,42064,1
2080,176,239,255,42064,1
1990,176,238,255,41888,1
2356,176,239,255,42064,1
2385,176,240,255,42240,1
2368,177,235,255,41595,1
2233,177,236,255,41772,1
2210,177,236,255,41772,1
2210,177,236,255,41772,1
456,178,210,255,37380,1
437,170,211,255,35870,1
422,174,212,255,36888,1
407,174,214,255,37236,1
407,174,214,255,37236,1
443,174,218,255,37932,1
449,174,219,255,38106,1
426,174,221,255,38454,1
2203,176,169,255,29744,1
467,174,223,255,38802,1
2293,177,170,255,30090,1
781,179,176,255,31504,1
805,179,176,255,31504,1
821,179,175,255,31325,1
861,179,175,255,31325,1
861,179,175,255,31325,1
861,179,175,255,31325,1
763,127,182,255,23114,1
766,179,175,255,31325,1
840,113,182,255,20566,1
763,127,182,255,23114,1
840,113,182,255,20566,1
840,113,182,255,20566,1
796,100,181,255,18100,1
840,113,182,255,20566,1
796,100,181,255,18100,1
1292,179,135,255,24165,1
1292,179,135,255,24165,1
683,179,139,255,24881,1
683,179,139,255,24881,1
722,179,139,255,24881,1
683,179,139,255,24881,1
722,179,139,255,24881,1
487,178,147,255,26166,1
722,179,139,255,24881,1
492,178,147,255,26166,1
492,178,147,255,26166,1
492,178,147,255,26166,1
492,178,147,255,26166,1
492,178,147,255,26166,1
492,178,147,255,26166,1
492,178,147,255,26166,1
979,179,144,255,25776,1
979,179,144,255,25776,1
979,179,144,255,25776,1
979,179,144,255,25776,1
1196,179,153,255,27387,1
1144,178,153,255,27234,1
1196,179,153,255,27387,1
1196,179,153,255,27387,1
458,179,158,255,28282,1
1196,179,153,255,27387,1
460,179,158,255,28282,1
460,179,158,255,28282,1
460,179,158,255,28282,1
460,179,158,255,28282,1
458,179,158,255,28282,1
460,179,158,255,28282,1
458,179,158,255,28282,1
427,178,156,255,27768,1
427,178,156,255,27768,1
423,178,156,255,27768,1
423,178,156,255,27768,1
692,179,157,255,28103,1
423,178,156,255,27768,1
930,178,160,255,28480,1
1143,179,155,255,27745,1
533,178,166,255,29548,1
612,176,167,255,29392,1
510,179,166,255,29714,1
482,178,166,255,29548,1
551,179,162,255,28998,1
520,178,165,255,29370,1
609,179,166,255,29714,1
588,178,163,255,29014,1
639,178,167,255,29726,1
593,179,157,255,28103,1
627,179,164,255,29356,1
493,179,157,255,28103,1
550,178,157,255,27946,1
392,177,158,255,27966,1
423,179,156,255,27924,1
902,178,160,255,28480,1
579,178,159,255,28302,1
898,137,165,255,22605,1
1111,176,166,255,29216,1
629,171,159,255,27189,1
722,152,165,255,25080,1
573,179,156,255,27924,1
539,179,156,255,27924,1
632,179,152,255,27208,1
601,179,154,255,27566,1
613,179,149,255,26671,1
625,179,151,255,27029,1
529,178,155,255,27590,1
572,178,152,255,27056,1
423,179,160,255,28640,1
468,177,157,255,27789,1
369,178,169,255,30082,1
387,177,165,255,29205,1
375,171,169,255,28899,1
351,132,172,255,22704,1
824,179,170,255,30430,1
1082,152,153,255,23256,1
1327,179,149,255,26671,1
748,178,158,255,28124,1
813,178,157,255,27946,1
775,178,161,255,28658,1
691,178,159,255,28302,1
844,177,158,255,27966,1
833,178,160,255,28480,1
694,179,154,255,27566,1
757,179,153,255,27387,1
546,179,153,255,27387,1
619,179,152,255,27208,1
396,179,150,255,26850,1
455,179,153,255,27387,1
320,178,149,255,26522,1
355,178,151,255,26878,1
252,179,150,255,26850,1
665,178,152,255,27056,1
1048,178,155,255,27590,1
637,178,158,255,28124,1
616,178,158,255,28124,1
746,178,155,255,27590,1
688,178,156,255,27768,1
777,178,154,255,27412,1
765,179,154,255,27566,1
731,179,164,255,29356,1
760,179,157,255,28103,1
633,179,163,255,29177,1
696,179,161,255,28819,1
548,179,160,255,28640,1
567,179,161,255,28819,1
346,178,160,255,28480,1
437,179,157,255,28103,1
867,179,162,255,28998,1
483,178,161,255,28658,1
822,179,148,255,26492,1
1132,179,151,255,27029,1
601,178,149,255,26522,1
680,179,150,255,26850,1
475,178,145,255,25810,1
527,179,147,255,26313,1
257,178,161,255,28658,1
361,177,152,255,26904,1
111,178,166,255,29548,1
166,177,161,255,28497,1
100,175,174,255,30450,1
100,177,175,255,30975,1
111,178,173,255,30794,1
166,169,164,255,27716,1
255,177,153,255,27081,1
660,178,151,255,26878,1
918,179,148,255,26492,1
512,177,150,255,26550,1
520,179,152,255,27208,1
439,179,156,255,27924,1
238,179,155,255,27745,1
128,177,161,255,28497,1
124,178,162,255,28836,1
124,179,159,255,28461,1
157,178,156,255,27768,1
126,178,158,255,28124,1
907,178,155,255,27590,1
392,179,156,255,27924,1
967,176,183,255,32208,1
1522,177,170,255,30090,1
328,177,191,255,33807,1
585,177,188,255,33276,1
117,178,188,255,33464,1
156,176,188,255,33088,1
128,178,181,255,32218,1
122,178,185,255,32930,1
117,178,180,255,32040,1
119,178,182,255,32396,1
97,178,174,255,30972,1
108,178,171,255,30438,1
122,178,181,255,32218,1
136,179,177,255,31683,1
114,179,183,255,32757,1
114,179,184,255,32936,1
229,179,183,255,32757,1
122,179,184,255,32936,1
1100,178,179,255,31862,1
557,179,182,255,32578,1
685,179,186,255,33294,1
1153,178,189,255,33642,1
292,179,181,255,32399,1
435,178,182,255,32396,1
250,178,179,255,31862,1
303,178,174,255,30972,1
281,178,174,255,30972,1
209,178,182,255,32396,1
143,179,192,255,34368,1
109,179,203,255,36337,1
123,178,204,255,36312,1
774,178,201,255,35778,1
952,179,205,255,36695,1
314,179,197,255,35263,1
146,177,184,255,32568,1
145,175,188,255,32900,1
213,178,178,255,31684,1
177,176,179,255,31504,1
255,177,178,255,31506,1
242,177,178,255,31506,1
237,179,178,255,31862,1
250,178,176,255,31328,1
221,179,185,255,33115,1
222,179,180,255,32220,1
184,178,193,255,34354,1
221,178,193,255,34354,1
240,178,192,255,34176,1
188,176,195,255,34320,1
1059,173,186,255,32178,1
520,176,194,255,34144,1
1110,176,177,255,31152,1
1540,178,175,255,31150,1
263,177,184,255,32568,1
484,178,181,255,32218,1
117,173,192,255,33216,1
139,176,188,255,33088,1
120,172,193,255,33196,1
113,174,192,255,33408,1
176,177,185,255,32745,1
147,176,192,255,33792,1
209,177,169,255,29913,1
199,178,176,255,31328,1
221,177,154,255,27258,1
214,177,159,255,28143,1
224,176,155,255,27280,1
221,178,158,255,28124,1
710,178,166,255,29548,1
1152,177,167,255,29559,1
412,177,165,255,29205,1
136,178,172,255,30616,1
144,166,172,255,28552,1
152,173,172,255,29756,1
148,177,169,255,29913,1
137,178,164,255,29192,1
146,179,160,255,28640,1
141,179,161,255,28819,1
170,179,160,255,28640,1
138,179,156,255,27924,1
1083,178,163,255,29014,1
475,177,163,255,28851,1
1024,179,148,255,26492,1
1617,179,152,255,27208,1
310,179,164,255,29356,1
601,179,156,255,27924,1
75,179,167,255,29893,1
120,178,166,255,29548,1
66,179,163,255,29177,1
69,178,164,255,29192,1
66,178,162,255,28836,1
60,179,163,255,29177,1
67,178,163,255,29014,1
66,179,163,255,29177,1
93,178,153,255,27234,1
97,178,157,255,27946,1
84,178,152,255,27056,1
89,178,153,255,27234,1
204,177,156,255,27612,1
79,176,154,255,27104,1
1290,177,159,255,28143,1
610,176,160,255,28160,1
854,179,156,255,27924,1
1406,178,156,255,27768,1
228,177,163,255,28851,1
492,178,162,255,28836,1
86,179,164,255,29356,1
79,177,161,255,28497,1
72,178,154,255,27412,1
80,179,158,255,28282,1
99,179,159,255,28461,1
111,179,159,255,28461,1
104,179,147,255,26313,1
865,179,145,255,25955,1
1043,177,160,255,28320,1
345,176,155,255,27280,1
629,179,158,255,28282,1
99,179,153,255,27387,1
136,179,154,255,27566,1
85,178,159,255,28302,1
95,179,158,255,28282,1
63,178,159,255,28302,1
74,179,158,255,28282,1
65,178,152,255,27056,1
63,178,154,255,27412,1
70,176,149,255,26224,1
68,177,153,255,27081,1
39,176,144,255,25344,1
72,177,145,255,25665,1
119,177,151,255,26727,1
39,176,146,255,25696,1
1055,177,165,255,29205,1
452,176,156,255,27456,1
1221,178,162,255,28836,1
1755,178,161,255,28658,1
299,178,161,255,28658,1
517,178,162,255,28836,1
140,177,158,255,27966,1
146,178,160,255,28480,1
120,179,164,255,29356,1
136,178,156,255,27768,1
100,179,162,255,28998,1
107,179,165,255,29535,1
105,178,161,255,28658,1
102,178,166,255,29548,1
111,179,151,255,27029,1
109,179,155,255,27745,1
109,179,153,255,27387,1
101,179,153,255,27387,1
705,178,153,255,27234,1
1216,177,159,255,28143,1
372,178,160,255,28480,1
87,178,160,255,28480,1
83,179,158,255,28282,1
67,178,157,255,27946,1
62,177,156,255,27612,1
61,178,156,255,27768,1
61,178,155,255,27590,1
65,179,151,255,27029,1
61,178,151,255,26878,1
122,178,151,255,26878,1
72,177,151,255,26727,1
1027,179,154,255,27566,1
397,178,153,255,27234,1
1145,179,155,255,27745,1
1756,179,153,255,27387,1
315,178,156,255,27768,1
664,179,155,255,27745,1
55,175,157,255,27475,1
101,176,157,255,27632,1
42,178,158,255,28124,1
42,177,157,255,27789,1
42,178,151,255,26878,1
35,178,152,255,27056,1
53,178,151,255,26878,1
47,178,150,255,26700,1
83,179,152,255,27208,1
83,178,150,255,26700,1
74,179,154,255,27566,1
79,179,154,255,27566,1
199,177,154,255,27258,1
74,178,155,255,27590,1
1316,178,154,255,27412,1
613,178,155,255,27590,1
874,179,159,255,28461,1
1463,178,165,255,29370,1
247,179,158,255,28282,1
506,179,158,255,28282,1
71,179,159,255,28461,1
78,179,158,255,28282,1
70,179,154,255,27566,1
74,179,157,255,28103,1
61,179,154,255,27566,1
60,179,165,255,29535,1
58,178,169,255,30082,1
66,174,170,255,29580,1
104,178,167,255,29726,1
72,172,168,255,28896,1
1052,178,156,255,27768,1
409,178,161,255,28658,1
1481,179,148,255,26492,1
2079,178,147,255,26166,1
446,178,151,255,26878,1
1012,178,151,255,26878,1
43,179,150,255,26850,1
116,179,151,255,27029,1
38,179,149,255,26671,1
36,179,151,255,27029,1
37,178,149,255,26522,1
37,179,151,255,27029,1
57,177,150,255,26550,1
60,179,149,255,26671,1
56,178,154,255,27412,1
53,178,160,255,28480,1
72,178,162,255,28836,1
896,178,159,255,28302,1
1177,177,157,255,27789,1
354,177,156,255,27612,1
51,177,155,255,27435,1
112,178,156,255,27768,1
31,177,152,255,26904,1
35,176,157,255,27632,1
19,178,147,255,26166,1
21,178,148,255,26344,1
22,179,156,255,27924,1
20,179,156,255,27924,1
27,179,156,255,27924,1
22,179,158,255,28282,1
35,179,149,255,26671,1
29,179,155,255,27745,1
166,179,141,255,25239,1
38,179,143,255,25597,1
696,179,144,255,25776,1
1299,178,147,255,26166,1
406,178,146,255,25988,1
44,177,156,255,27612,1
28,175,163,255,28525,1
24,174,162,255,28188,1
27,175,159,255,27825,1
39,177,149,255,26373,1
51,179,147,255,26313,1
43,177,148,255,26196,1
55,177,152,255,26904,1
1083,178,159,255,28302,1
1043,177,160,255,28320,1
121,177,164,255,29028,1
510,176,167,255,29392,1
77,173,165,255,28545,1
70,174,165,255,28710,1
62,176,158,255,27808,1
70,168,161,255,27048,1
64,177,155,255,27435,1
65,177,153,255,27081,1
66,176,156,255,27456,1
106,178,163,255,29014,1
65,178,159,255,28302,1
624,178,164,255,29192,1
534,179,156,255,27924,1
95,179,160,255,28640,1
65,179,162,255,28998,1
71,178,169,255,30082,1
81,177,170,255,30090,1
74,178,170,255,30260,1
68,178,169,255,30082,1
27,179,165,255,29535,1
28,179,163,255,29177,1
442,179,161,255,28819,1
640,179,166,255,29714,1
62,178,161,255,28658,1
42,178,158,255,28124,1
42,178,159,255,28302,1
44,178,159,255,28302,1
43,178,157,255,27946,1
77,178,156,255,27768,1
73,177,154,255,27258,1
74,174,153,255,26622,1
577,179,154,255,27566,1
109,176,185,255,32560,1
70,175,188,255,32900,1
72,177,188,255,33276,1
72,178,189,255,33642,1
79,176,189,255,33264,1
97,177,188,255,33276,1
124,177,189,255,33453,1
124,177,189,255,33453,1
196,177,188,255,33276,1
320,179,183,255,32757,1
305,179,182,255,32578,1
286,177,179,255,31683,1
251,178,177,255,31506,1
216,179,177,255,31683,1
162,179,174,255,31146,1
141,178,168,255,29904,1
293,178,167,255,29726,1
448,179,148,255,26492,1
469,179,149,255,26671,1
509,176,152,255,26752,1
509,176,152,255,26752,1
532,176,153,255,26928,1
517,178,153,255,27234,1
457,177,154,255,27258,1
296,178,154,255,27412,1
196,178,151,255,26878,1
180,178,152,255,27056,1
180,178,152,255,27056,1
177,177,154,255,27258,1
184,177,153,255,27081,1
175,178,154,255,27412,1
175,178,154,255,27412,1
179,178,156,255,27768,1
497,178,156,255,27768,1
497,178,156,255,27768,1
482,179,155,255,27745,1
502,178,157,255,27946,1
439,179,153,255,27387,1
439,179,153,255,27387,1
356,179,151,255,27029,1
356,179,151,255,27029,1
299,179,149,255,26671,1
567,179,148,255,26492,1
500,179,147,255,26313,1
523,179,147,255,26313,1
419,179,147,255,26313,1
419,179,147,255,26313,1
294,179,146,255,26134,1
294,179,146,255,26134,1
314,179,146,255,26134,1
238,179,145,255,25955,1
118,179,161,255,28819,1
118,179,161,255,28819,1
117,179,161,255,28819,1
117,179,161,255,28819,1
115,178,162,255,28836,1
143,179,161,255,28819,1
143,179,161,255,28819,1
90,179,148,255,26492,1
90,179,148,255,26492,1
87,179,148,255,26492,1
87,179,148,255,26492,1
89,179,148,255,26492,1
89,179,148,255,26492,1
89,179,148,255,26492,1
89,179,148,255,26492,1
161,177,151,255,26727,1
161,177,151,255,26727,1
161,177,151,255,26727,1
161,177,151,255,26727,1
139,177,150,255,26550,1
139,177,150,255,26550,1
141,177,150,255,26550,1
113,177,150,255,26550,1
118,178,149,255,26522,1
169,179,139,255,24881,1
169,179,139,255,24881,1
169,179,139,255,24881,1
167,179,140,255,25060,1
210,179,140,255,25060,1
154,179,140,255,25060,1
603,179,141,255,25239,1
603,179,141,255,25239,1
603,179,141,255,25239,1
603,179,141,255,25239,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
462,179,214,255,38306,1
459,178,196,255,34888,1
136,178,198,255,35244,1
136,178,198,255,35244,1
136,178,198,255,35244,1
136,178,198,255,35244,1
136,178,198,255,35244,1
141,178,198,255,35244,1
141,178,198,255,35244,1
141,178,198,255,35244,1
144,178,199,255,35422,1
138,175,215,255,37625,1
171,175,215,255,37625,1
171,175,215,255,37625,1
171,175,215,255,37625,1
171,175,215,255,37625,1
171,175,215,255,37625,1
171,175,215,255,37625,1
197,175,215,255,37625,1
197,175,215,255,37625,1
197,175,215,255,37625,1
247,177,221,255,39117,1
247,177,221,255,39117,1
204,177,222,255,39294,1
205,177,222,255,39294,1
205,177,222,255,39294,1
205,177,222,255,39294,1
214,177,221,255,39117,1
214,177,221,255,39117,1
214,177,221,255,39117,1
202,179,192,255,34368,1
203,179,190,255,34010,1
227,179,191,255,34189,1
227,179,191,255,34189,1
227,179,191,255,34189,1
227,179,191,255,34189,1
227,179,191,255,34189,1
230,179,193,255,34547,1
230,179,193,255,34547,1
247,179,192,255,34368,1
208,177,197,255,34869,1
185,177,195,255,34515,1
185,177,195,255,34515,1
185,177,195,255,34515,1
183,179,192,255,34368,1
183,179,193,255,34547,1
183,179,193,255,34547,1
174,179,190,255,34010,1
227,178,186,255,33108,1
227,178,186,255,33108,1
228,178,186,255,33108,1
234,178,186,255,33108,1
234,178,186,255,33108,1
333,178,186,255,33108,1
322,178,187,255,33286,1
322,178,187,255,33286,1
322,178,187,255,33286,1
308,178,183,255,32574,1
318,176,219,255,38544,1
318,176,219,255,38544,1
305,178,220,255,39160,1
305,178,220,255,39160,1
305,178,220,255,39160,1
286,177,221,255,39117,1
286,177,221,255,39117,1
286,177,221,255,39117,1
263,177,223,255,39471,1
263,177,223,255,39471,1
333,173,196,255,33908,1
333,173,196,255,33908,1
298,174,193,255,33582,1
285,174,193,255,33582,1
261,174,192,255,33408,1
250,174,191,255,33234,1
224,174,192,255,33408,1
224,174,192,255,33408,1
295,178,178,255,31684,1
295,178,178,255,31684,1
271,177,178,255,31506,1
271,177,178,255,31506,1
247,178,180,255,32040,1
247,178,180,255,32040,1
229,177,180,255,31860,1
229,177,180,255,31860,1
214,178,179,255,31862,1
405,178,179,255,31862,1
274,178,178,255,31684,1
281,178,178,255,31684,1
262,178,178,255,31684,1
239,178,178,255,31684,1
220,178,176,255,31328,1
220,178,176,255,31328,1
210,179,174,255,31146,1
210,179,174,255,31146,1
195,179,174,255,31146,1
513,179,196,255,35084,1
293,179,192,255,34368,1
288,179,192,255,34368,1
292,178,188,255,33464,1
297,171,187,255,31977,1
297,177,185,255,32745,1
297,177,185,255,32745,1
290,178,182,255,32396,1
290,178,182,255,32396,1
529,179,174,255,31146,1
289,179,174,255,31146,1
293,179,174,255,31146,1
271,178,168,255,29904,1
284,178,163,255,29014,1
249,179,158,255,28282,1
249,179,158,255,28282,1
235,178,157,255,27946,1
221,178,156,255,27768,1
344,178,167,255,29726,1
248,178,168,255,29904,1
238,179,172,255,30788,1
260,178,170,255,30260,1
215,178,186,255,33108,1
203,179,197,255,35263,1
196,179,202,255,36158,1
217,179,206,255,36874,1
210,179,208,255,37232,1
209,178,210,255,37380,1
298,179,207,255,37053,1
877,178,204,255,36312,1
2415,179,177,255,31683,1
1689,178,176,255,31328,1
673,177,169,255,29913,1
306,178,157,255,27946,1
267,178,155,255,27590,1
274,178,157,255,27946,1
308,175,173,255,30275,1
352,175,175,255,30625,1
433,175,177,255,30975,1
477,175,174,255,30450,1
586,176,178,255,31328,1
1589,176,168,255,29568,1
511,177,166,255,29382,1
225,175,166,255,29050,1
269,179,169,255,30251,1
306,178,166,255,29548,1
293,178,165,255,29370,1
308,177,165,255,29205,1
304,179,167,255,29893,1
229,177,187,255,33099,1
155,177,187,255,33099,1
146,177,186,255,32922,1
139,178,184,255,32752,1
135,178,182,255,32396,1
363,179,179,255,32041,1
363,179,179,255,32041,1
100,179,177,255,31683,1
91,179,177,255,31683,1
84,178,176,255,31328,1
529,179,171,255,30609,1
525,179,169,255,30251,1
714,179,163,255,29177,1
696,179,163,255,29177,1
696,179,163,255,29177,1
768,179,164,255,29356,1
726,179,163,255,29177,1
790,179,163,255,29177,1
766,179,162,255,28998,1
361,179,167,255,29893,1
347,179,157,255,28103,1
388,179,156,255,27924,1
386,178,160,255,28480,1
386,178,160,255,28480,1
355,179,161,255,28819,1
96,179,152,255,27208,1
56,179,153,255,27387,1
100,179,155,255,27745,1
83,179,156,255,27924,1
86,177,171,255,30267,1
89,177,170,255,30090,1
76,173,169,255,29237,1
83,177,170,255,30090,1
85,177,171,255,30267,1
72,175,167,255,29225,1
57,178,168,255,29904,1
362,173,168,255,29064,1
109,147,193,255,28371,1
119,177,193,255,34161,1
103,173,193,255,33389,1
103,173,193,255,33389,1
102,177,196,255,34692,1
124,179,202,255,36158,1
213,176,204,255,35904,1
275,178,204,255,36312,1
248,178,203,255,36134,1
242,179,205,255,36695,1
234,179,199,255,35621,1
227,178,191,255,33998,1
228,178,191,255,33998,1
228,178,194,255,34532,1
80,177,196,255,34692,1
89,176,198,255,34848,1
90,175,186,255,32550,1
90,174,179,255,31146,1
99,176,176,255,30976,1
112,175,182,255,31850,1
120,174,188,255,32712,1
126,173,195,255,33735,1
141,175,201,255,35175,1
138,178,206,255,36668,1
207,178,211,255,37558,1
233,176,214,255,37664,1
266,177,216,255,38232,1
272,179,211,255,37769,1
302,179,206,255,36874,1
325,179,206,255,36874,1
296,178,215,255,38270,1
297,178,222,255,39516,1
279,178,226,255,40228,1
253,179,227,255,40633,1
242,177,221,255,39117,1
251,174,214,255,37236,1
254,176,204,255,35904,1
239,177,202,255,35754,1
240,179,204,255,36516,1
242,179,205,255,36695,1
231,177,205,255,36285,1
189,173,187,255,32351,1
167,176,177,255,31152,1
150,175,166,255,29050,1
138,179,161,255,28819,1
117,177,155,255,27435,1
128,175,162,255,28350,1
149,177,165,255,29205,1
164,177,166,255,29382,1
166,178,166,255,29548,1
144,179,165,255,29535,1
162,179,165,255,29535,1
194,178,167,255,29726,1
221,178,171,255,30438,1
240,177,174,255,30798,1
214,178,177,255,31506,1
197,178,178,255,31684,1
170,179,171,255,30609,1
138,177,155,255,27435,1
123,179,137,255,24523,1
142,179,131,255,23449,1
180,178,129,255,22962,1
198,179,128,255,22912,1
256,177,130,255,23010,1
235,177,133,255,23541,1
195,178,134,255,23852,1
132,179,133,255,23807,1
153,179,131,255,23449,1
193,179,131,255,23449,1
233,179,132,255,23628,1
249,179,139,255,24881,1
236,178,144,255,25632,1
204,179,150,255,26850,1
230,179,152,255,27208,1
250,179,155,255,27745,1
272,178,161,255,28658,1
217,178,162,255,28836,1
185,179,161,255,28819,1
132,179,151,255,27029,1
168,177,135,255,23895,1
236,178,133,255,23674,1
289,178,131,255,23318,1
303,178,130,255,23140,1
272,178,130,255,23140,1
214,179,131,255,23449,1
158,179,135,255,24165,1
125,179,140,255,25060,1
624,179,143,255,25597,1
613,179,143,255,25597,1
90,179,141,255,25239,1
121,178,139,255,24742,1
178,178,137,255,24386,1
241,179,131,255,23449,1
271,179,134,255,23986,1
246,179,135,255,24165,1
188,179,135,255,24165,1
140,179,132,255,23628,1
107,177,128,255,22656,1
95,178,130,255,23140,1
80,179,131,255,23449,1
84,179,131,255,23449,1
102,179,135,255,24165,1
210,179,135,255,24165,1
241,179,135,255,24165,1
194,179,135,255,24165,1
210,179,131,255,23449,1
789,179,135,255,24165,1
752,179,136,255,24344,1
717,179,140,255,25060,1
704,179,144,255,25776,1
709,179,144,255,25776,1
713,179,144,255,25776,1
724,179,141,255,25239,1
775,179,138,255,24702,1
859,179,138,255,24702,1
936,179,136,255,24344,1
987,179,136,255,24344,1
980,179,136,255,24344,1
936,179,133,255,23807,1
851,179,131,255,23449,1
769,179,135,255,24165,1
708,179,140,255,25060,1
683,179,141,255,25239,1
694,179,141,255,25239,1
725,179,141,255,25239,1
779,179,138,255,24702,1
857,179,131,255,23449,1
915,179,133,255,23807,1
935,179,134,255,23986,1
910,179,137,255,24523,1
859,179,137,255,24523,1
798,179,137,255,24523,1
741,179,138,255,24702,1
708,179,138,255,24702,1
692,179,140,255,25060,1
688,179,142,255,25418,1
694,179,142,255,25418,1
709,179,142,255,25418,1
729,179,142,255,25418,1
752,179,142,255,25418,1
128,178,142,255,25276,1
151,178,140,255,24920,1
177,178,138,255,24564,1
184,178,137,255,24386,1
174,179,137,255,24523,1
163,179,137,255,24523,1
153,179,136,255,24344,1
152,179,135,255,24165,1
157,179,133,255,23807,1
183,179,136,255,24344,1
218,179,138,255,24702,1
240,179,139,255,24881,1
231,179,137,255,24523,1
202,179,135,255,24165,1
159,179,135,255,24165,1
115,179,140,255,25060,1
86,178,144,255,25632,1
68,179,146,255,26134,1
73,178,147,255,26166,1
75,179,147,255,26313,1
72,179,147,255,26313,1
89,178,146,255,25988,1
100,179,142,255,25418,1
98,178,141,255,25098,1
101,179,139,255,24881,1
106,179,139,255,24881,1
109,179,136,255,24344,1
104,178,137,255,24386,1
126,179,140,255,25060,1
126,179,142,255,25418,1
136,178,144,255,25632,1
169,178,143,255,25454,1
175,178,142,255,25276,1
107,178,142,255,25276,1
118,178,140,255,24920,1
137,178,137,255,24386,1
153,177,135,255,23895,1
145,179,139,255,24881,1
134,179,145,255,25955,1
123,179,152,255,27208,1
112,178,155,255,27590,1
106,178,153,255,27234,1
107,177,152,255,26904,1
119,179,151,255,27029,1
109,178,147,255,26166,1
97,179,142,255,25418,1
92,179,136,255,24344,1
96,179,132,255,23628,1
124,179,130,255,23270,1
140,178,130,255,23140,1
