variance,max H,max S,max V,H*S,ok not ok
486.1,178,148,255,26344,1
501.2,176,151,255,26576,1
517.4,176,142,255,24992,1
506.8,177,145,255,25665,1
581.3,177,142,255,25134,1
538.2,177,145,255,25665,1
760.5,179,144,255,25776,1
666.7,178,140,255,24920,1
851.0,177,152,255,26904,1
826.2,178,145,255,25810,1
891.9,176,156,255,27456,1
1272.9,174,153,255,26622,1
1337.4,173,150,255,25950,1
816.9,174,149,255,25926,1
584.7,178,150,255,26700,1
458.9,178,149,255,26522,1
514.2,177,153,255,27081,1
402.1,177,155,255,27435,1
431.6,177,153,255,27081,1
334.9,175,156,255,27300,1
361.1,177,156,255,27612,1
366.9,177,151,255,26727,1
339.7,176,154,255,27104,1
356.8,177,145,255,25665,1
392.2,176,143,255,25168,1
454.2,179,148,255,26492,1
388.2,178,144,255,25632,1
1113.2,179,144,255,25776,1
692.6,179,145,255,25955,1
919.7,178,144,255,25632,1
1441.4,179,141,255,25239,1
284.5,179,154,255,27566,1
557.2,179,149,255,26671,1
105.0,178,158,255,28124,1
114.2,179,161,255,28819,1
120.5,178,160,255,28480,1
118.7,177,160,255,28320,1
105.6,179,150,255,26850,1
110.4,178,154,255,27412,1
84.6,177,151,255,26727,1
96.1,178,150,255,26700,1
78.3,178,153,255,27234,1
88.9,179,154,255,27566,1
96.9,179,154,255,27566,1
781.2,179,161,255,28819,1
1505.4,179,176,255,31504,1
569.0,179,175,255,31325,1
173.0,179,167,255,29893,1
176.1,178,164,255,29192,1
176.6,178,165,255,29370,1
155.8,178,161,255,28658,1
160.8,179,161,255,28819,1
178.5,179,158,255,28282,1
275.7,179,157,255,28103,1
180.4,179,157,255,28103,1
1338.9,178,163,255,29014,1
643.9,179,163,255,29177,1
1356.4,178,172,255,30616,1
2084.5,177,173,255,30621,1
465.8,177,172,255,30444,1
843.5,177,173,255,30621,1
191.7,177,173,255,30621,1
231.1,176,173,255,30448,1
176.6,179,169,255,30251,1
177.8,178,168,255,29904,1
174.2,178,171,255,30438,1
178.4,178,170,255,30260,1
177.3,178,180,255,32040,1
173.5,178,176,255,31328,1
219.7,178,179,255,31862,1
203.8,177,180,255,31860,1
213.1,178,164,255,29192,1
217.3,177,177,255,31329,1
399.8,178,168,255,29904,1
219.3,176,167,255,29392,1
1571.8,178,169,255,30082,1
836.6,177,169,255,29913,1
1136.4,176,193,255,33968,1
1777.5,178,192,255,34176,1
361.0,175,173,255,30275,1
682.7,175,185,255,32375,1
188.3,178,167,255,29726,1
149.4,178,163,255,29014,1
109.3,178,153,255,27234,1
82.5,178,153,255,27234,1
78.0,179,154,255,27566,1
82.5,179,142,255,25418,1
83.6,179,147,255,26313,1
893.5,179,148,255,26492,1
1086.0,179,143,255,25597,1
361.5,179,152,255,27208,1
144.4,179,152,255,27208,1
165.3,179,149,255,26671,1
171.7,179,143,255,25597,1
155.5,179,147,255,26313,1
179.0,179,143,255,25597,1
181.6,179,142,255,25418,1
151.3,177,147,255,26019,1
172.5,179,144,255,25776,1
128.9,177,151,255,26727,1
136.3,177,150,255,26550,1
92.4,176,149,255,26224,1
128.2,178,151,255,26878,1
163.7,178,146,255,25988,1
93.2,177,144,255,25488,1
1044.0,178,149,255,26522,1
470.4,178,148,255,26344,1
1227.8,175,148,255,25900,1
1697.1,177,148,255,26196,1
329.2,176,149,255,26224,1
559.6,175,149,255,26075,1
216.6,178,148,255,26344,1
208.3,177,149,255,26373,1
235.5,178,147,255,26166,1
228.9,178,147,255,26166,1
236.0,177,144,255,25488,1
234.9,177,144,255,25488,1
243.8,176,152,255,26752,1
239.2,178,146,255,25988,1
250.6,178,153,255,27234,1
245.6,176,152,255,26752,1
259.4,177,153,255,27081,1
272.0,176,152,255,26752,1
777.0,177,156,255,27612,1
1129.9,178,151,255,26878,1
422.3,178,146,255,25988,1
162.6,177,145,255,25665,1
161.1,179,143,255,25597,1
154.1,178,148,255,26344,1
142.3,179,147,255,26313,1
143.4,178,144,255,25632,1
144.1,178,145,255,25810,1
142.6,178,145,255,25810,1
173.5,179,147,255,26313,1
138.4,178,146,255,25988,1
1042.1,178,147,255,26166,1
455.5,178,146,255,25988,1
1081.9,178,147,255,26166,1
1659.7,177,148,255,26196,1
350.6,178,150,255,26700,1
671.0,178,152,255,27056,1
95.1,178,148,255,26344,1
150.1,178,152,255,27056,1
67.7,178,152,255,27056,1
70.8,179,149,255,26671,1
53.0,178,154,255,27412,1
55.4,179,154,255,27566,1
39.5,178,154,255,27412,1
46.0,178,153,255,27234,1
67.9,179,151,255,27029,1
63.7,179,151,255,27029,1
92.6,179,153,255,27387,1
77.9,179,151,255,27029,1
272.2,179,152,255,27208,1
104.5,179,152,255,27208,1
1480.7,178,160,255,28480,1
721.4,178,158,255,28124,1
1201.0,176,162,255,28512,1
1864.7,177,161,255,28497,1
388.4,179,159,255,28461,1
732.0,179,156,255,27924,1
192.3,179,155,255,27745,1
152.9,179,152,255,27208,1
157.5,178,152,255,27056,1
184.3,178,152,255,27056,1
196.4,178,155,255,27590,1
187.3,179,158,255,28282,1
186.1,179,158,255,28282,1
1084.4,179,161,255,28819,1
1492.0,178,170,255,30260,1
541.4,179,159,255,28461,1
962.6,178,159,255,28302,1
167.9,178,158,255,28124,1
262.4,179,158,255,28282,1
170.2,179,158,255,28282,1
169.4,179,158,255,28282,1
161.8,178,159,255,28302,1
169.7,179,159,255,28461,1
144.3,179,160,255,28640,1
152.4,178,160,255,28480,1
152.6,179,157,255,28103,1
144.4,178,157,255,27946,1
143.5,179,167,255,29893,1
160.8,177,161,255,28497,1
282.2,178,161,255,28658,1
155.9,178,162,255,28836,1
1435.9,179,163,255,29177,1
688.9,178,156,255,27768,1
1745.3,179,155,255,27745,1
2428.4,179,155,255,27745,1
442.5,179,155,255,27745,1
818.0,179,155,255,27745,1
131.9,178,154,255,27412,1
188.9,179,156,255,27924,1
156.8,178,165,255,29370,1
146.9,179,162,255,28998,1
171.6,177,165,255,29205,1
167.3,177,163,255,28851,1
153.7,178,151,255,26878,1
164.7,179,159,255,28461,1
141.3,178,149,255,26522,1
141.3,178,150,255,26700,1
149.8,178,152,255,27056,1
169.4,178,158,255,28124,1
945.2,177,156,255,27612,1
1694.0,179,158,255,28282,1
591.5,179,157,255,28103,1
161.2,178,156,255,27768,1
159.4,179,156,255,27924,1
158.4,178,156,255,27768,1
156.6,178,153,255,27234,1
170.9,179,155,255,27745,1
165.7,178,156,255,27768,1
182.2,179,166,255,29714,1
175.1,179,159,255,28461,1
293.7,178,173,255,30794,1
202.8,178,170,255,30260,1
1305.8,178,171,255,30438,1
631.6,178,169,255,30082,1
1483.2,177,163,255,28851,1
2184.6,178,158,255,28124,1
495.8,177,161,255,28497,1
935.8,178,162,255,28836,1
165.5,177,158,255,27966,1
223.9,176,163,255,28688,1
138.8,178,146,255,25988,1
140.6,178,147,255,26166,1
123.7,178,145,255,25810,1
131.9,178,146,255,25988,1
106.9,176,142,255,24992,1
112.0,178,142,255,25276,1
122.9,178,138,255,24564,1
120.3,178,138,255,24564,1
125.7,179,138,255,24702,1
123.8,179,136,255,24344,1
355.6,177,150,255,26550,1
146.4,179,147,255,26313,1
1674.6,176,152,255,26752,1
867.3,178,154,255,27412,1
1259.8,179,136,255,24344,1
1999.6,177,138,255,24426,1
385.4,178,142,255,25276,1
756.4,178,139,255,24742,1
93.4,179,142,255,25418,1
141.4,178,139,255,24742,1
98.2,179,133,255,23807,1
90.4,179,140,255,25060,1
110.9,179,130,255,23270,1
118.8,179,137,255,24523,1
121.0,179,142,255,25418,1
118.4,179,144,255,25776,1
224.5,179,136,255,24344,1
130.7,179,140,255,25060,1
1326.1,179,144,255,25776,1
601.7,178,137,255,24386,1
1757.9,178,157,255,27946,1
2450.2,179,154,255,27566,1
587.9,177,141,255,24957,1
1217.7,177,149,255,26373,1
109.6,178,141,255,25098,1
199.9,178,135,255,24030,1
109.4,178,141,255,25098,1
103.7,178,142,255,25276,1
107.7,178,139,255,24742,1
110.2,178,143,255,25454,1
131.7,178,139,255,24742,1
128.1,178,132,255,23496,1
132.5,177,141,255,24957,1
129.2,175,148,255,25900,1
140.5,176,144,255,25344,1
1061.8,178,147,255,26166,1
1383.6,177,149,255,26373,1
460.4,178,154,255,27412,1
135.6,178,155,255,27590,1
196.9,177,150,255,26550,1
105.1,179,141,255,25239,1
109.0,179,150,255,26850,1
100.2,178,143,255,25454,1
97.3,178,140,255,24920,1
100.9,179,144,255,25776,1
102.3,177,143,255,25311,1
107.4,179,143,255,25597,1
101.5,178,143,255,25454,1
142.6,176,145,255,25520,1
122.5,178,144,255,25632,1
349.3,178,142,255,25276,1
171.2,174,143,255,24882,1
883.1,178,140,255,24920,1
1558.3,179,146,255,26134,1
585.7,179,144,255,25776,1
199.4,178,145,255,25810,1
148.1,177,151,255,26727,1
142.9,177,151,255,26727,1
137.2,177,156,255,27612,1
118.0,178,154,255,27412,1
134.7,176,157,255,27632,1
121.9,177,155,255,27435,1
155.1,176,156,255,27456,1
1247.9,177,148,255,26196,1
1222.1,172,143,255,24596,1
196.9,179,139,255,24881,1
599.1,175,138,255,24150,1
134.9,177,146,255,25842,1
140.3,179,147,255,26313,1
150.3,178,147,255,26166,1
150.2,178,145,255,25810,1
165.8,178,149,255,26522,1
193.2,179,148,255,26492,1
220.7,179,149,255,26671,1
335.9,179,151,255,27029,1
248.4,179,150,255,26850,1
926.6,179,150,255,26850,1
730.1,178,159,255,28302,1
263.6,178,159,255,28302,1
205.9,178,159,255,28302,1
204.8,179,157,255,28103,1
221.9,178,152,255,27056,1
239.9,178,143,255,25454,1
259.1,178,145,255,25810,1
240.0,178,145,255,25810,1
273.3,178,145,255,25810,1
711.5,178,145,255,25810,1
781.6,179,151,255,27029,1
242.0,179,150,255,26850,1
193.7,179,153,255,27387,1
187.9,179,150,255,26850,1
189.5,173,151,255,26123,1
191.6,171,153,255,26163,1
235.0,177,152,255,26904,1
225.4,174,153,255,26622,1
224.5,170,154,255,26180,1
666.6,165,150,255,24750,1
145.3,179,163,255,29177,1
91.0,176,159,255,27984,1
93.8,177,152,255,26904,1
98.8,178,155,255,27590,1
105.7,178,154,255,27412,1
109.9,179,154,255,27566,1
107.2,179,154,255,27566,1
107.2,179,154,255,27566,1
113.9,179,152,255,27208,1
146.2,179,131,255,23449,1
138.2,177,134,255,23718,1
183.2,179,132,255,23628,1
213.6,178,132,255,23496,1
223.9,179,132,255,23628,1
218.5,177,134,255,23718,1
251.6,177,134,255,23718,1
360.9,178,138,255,24564,1
181.7,178,129,255,22962,1
152.3,178,130,255,23140,1
108.4,178,129,255,22962,1
108.4,178,129,255,22962,1
100.0,177,129,255,22833,1
117.0,177,131,255,23187,1
121.0,178,130,255,23140,1
117.0,176,128,255,22528,1
89.7,178,128,255,22784,1
85.9,179,132,255,23628,1
85.9,179,132,255,23628,1
74.5,178,129,255,22962,1
84.7,178,129,255,22962,1
70.2,178,127,255,22606,1
70.2,178,127,255,22606,1
73.4,178,127,255,22606,1
155.5,179,123,255,22017,1
155.5,179,123,255,22017,1
138.2,179,123,255,22017,1
166.6,179,124,255,22196,1
149.0,176,122,255,21472,1
149.0,176,122,255,21472,1
119.8,178,121,255,21538,1
119.8,178,121,255,21538,1
111.1,178,120,255,21360,1
273.3,178,119,255,21182,1
247.6,178,118,255,21004,1
265.1,178,118,255,21004,1
210.0,178,117,255,20826,1
210.0,178,117,255,20826,1
183.1,177,117,255,20709,1
183.1,177,117,255,20709,1
198.3,177,117,255,20709,1
38.2,176,117,255,20592,1
129.9,177,115,255,20355,1
129.9,177,115,255,20355,1
94.8,177,115,255,20355,1
94.8,177,115,255,20355,1
46.8,176,115,255,20240,1
60.0,176,115,255,20240,1
60.0,176,115,255,20240,1
346.3,178,172,255,30616,1
346.3,178,172,255,30616,1
331.1,178,173,255,30794,1
331.1,178,173,255,30794,1
236.0,178,172,255,30616,1
236.0,178,172,255,30616,1
236.0,178,172,255,30616,1
236.0,178,172,255,30616,1
365.0,178,210,255,37380,1
365.0,178,210,255,37380,1
365.0,178,210,255,37380,1
365.0,178,210,255,37380,1
318.5,178,210,255,37380,1
318.5,178,210,255,37380,1
286.6,179,211,255,37769,1
190.1,178,211,255,37558,1
186.9,179,211,255,37769,1
310.9,178,196,255,34888,1
308.5,179,198,255,35442,1
308.5,179,198,255,35442,1
308.7,179,199,255,35621,1
425.5,179,201,255,35979,1
342.7,179,202,255,36158,1
814.1,179,204,255,36516,1
814.1,179,204,255,36516,1
814.1,179,204,255,36516,1
814.1,179,204,255,36516,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
752.9,179,185,255,33115,1
771.5,179,180,255,32220,1
309.5,179,184,255,32936,1
309.5,179,184,255,32936,1
309.5,179,184,255,32936,1
309.5,179,184,255,32936,1
309.5,179,184,255,32936,1
313.2,179,185,255,33115,1
313.2,179,185,255,33115,1
313.2,179,185,255,33115,1
313.9,179,186,255,33294,1
337.6,179,203,255,36337,1
429.0,179,202,255,36158,1
429.0,179,202,255,36158,1
429.0,179,202,255,36158,1
429.0,179,202,255,36158,1
429.0,179,202,255,36158,1
429.0,179,202,255,36158,1
470.6,179,203,255,36337,1
470.6,179,203,255,36337,1
470.6,179,203,255,36337,1
428.9,175,175,255,30625,1
428.9,175,175,255,30625,1
356.1,175,175,255,30625,1
359.7,175,175,255,30625,1
359.7,175,175,255,30625,1
359.7,175,175,255,30625,1
454.8,176,175,255,30800,1
454.8,176,175,255,30800,1
454.8,176,175,255,30800,1
307.8,175,198,255,34650,1
313.1,175,199,255,34825,1
418.5,175,199,255,34825,1
418.5,175,199,255,34825,1
418.5,175,199,255,34825,1
418.5,175,199,255,34825,1
418.5,175,199,255,34825,1
502.1,175,196,255,34300,1
502.1,175,196,255,34300,1
521.6,175,197,255,34475,1
353.1,179,192,255,34368,1
394.2,178,193,255,34354,1
394.2,178,193,255,34354,1
394.2,178,193,255,34354,1
471.4,178,193,255,34354,1
469.3,178,193,255,34354,1
469.3,178,193,255,34354,1
521.9,179,192,255,34368,1
322.2,175,204,255,35700,1
322.2,175,204,255,35700,1
324.0,175,203,255,35525,1
416.4,176,204,255,35904,1
416.4,176,204,255,35904,1
563.0,176,202,255,35552,1
641.6,176,205,255,36080,1
641.6,176,205,255,36080,1
641.6,176,205,255,36080,1
695.0,173,207,255,35811,1
463.3,178,221,255,39338,1
463.3,178,221,255,39338,1
537.5,178,221,255,39338,1
537.5,178,221,255,39338,1
537.5,178,221,255,39338,1
620.7,178,221,255,39338,1
620.7,178,221,255,39338,1
620.7,178,221,255,39338,1
683.5,178,220,255,39160,1
683.5,178,220,255,39160,1
423.4,177,186,255,32922,1
423.4,177,186,255,32922,1
516.1,145,186,255,26970,1
499.6,178,187,255,33286,1
591.2,158,185,255,29230,1
573.7,146,186,255,27156,1
633.8,178,186,255,33108,1
633.8,178,186,255,33108,1
449.7,177,177,255,31329,1
449.7,177,177,255,31329,1
531.4,177,180,255,31860,1
531.4,177,180,255,31860,1
605.4,178,182,255,32396,1
605.4,178,182,255,32396,1
668.8,176,184,255,32384,1
668.8,176,184,255,32384,1
701.4,178,187,255,33286,1
341.8,178,177,255,31506,1
363.7,178,177,255,31506,1
374.9,178,177,255,31506,1
448.9,178,177,255,31506,1
403.1,178,178,255,31684,1
468.7,179,176,255,31504,1
468.7,179,176,255,31504,1
521.6,179,179,255,32041,1
521.6,179,179,255,32041,1
545.6,179,182,255,32578,1
313.8,177,206,255,36462,1
236.3,177,205,255,36285,1
231.9,177,206,255,36462,1
306.2,178,203,255,36134,1
374.7,178,205,255,36490,1
428.8,179,203,255,36337,1
428.8,179,203,255,36337,1
459.5,178,201,255,35778,1
459.5,178,201,255,35778,1
253.4,178,201,255,35778,1
174.1,176,197,255,34672,1
189.5,176,199,255,35024,1
246.3,177,202,255,35754,1
389.4,177,202,255,35754,1
446.7,179,199,255,35621,1
446.7,179,199,255,35621,1
498.9,179,196,255,35084,1
553.5,177,202,255,35754,1
245.7,175,218,255,38150,1
221.4,176,222,255,39072,1
288.7,177,214,255,37878,1
323.4,177,220,255,38940,1
445.1,175,204,255,35700,1
509.6,178,203,255,36134,1
567.3,178,202,255,35956,1
599.9,178,204,255,36312,1
593.4,178,203,255,36134,1
572.3,176,202,255,35552,1
548.6,177,202,255,35754,1
978.4,178,199,255,35422,1
1841.0,179,184,255,32936,1
1366.9,178,189,255,33642,1
652.3,178,192,255,34176,1
461.4,179,193,255,34547,1
442.0,179,190,255,34010,1
468.9,179,184,255,32936,1
528.8,179,199,255,35621,1
556.7,179,209,255,37411,1
597.8,179,214,255,38306,1
581.2,178,213,255,37914,1
528.0,179,214,255,38306,1
1232.1,179,220,255,39380,1
552.5,179,221,255,39559,1
417.5,179,221,255,39559,1
481.8,178,222,255,39516,1
523.3,178,226,255,40228,1
499.8,178,225,255,40050,1
500.1,177,228,255,40356,1
509.6,177,209,255,36993,1
428.6,177,139,255,24603,1
241.7,177,139,255,24603,1
293.5,178,138,255,24564,1
336.0,178,138,255,24564,1
458.3,178,138,255,24564,1
1208.5,179,139,255,24881,1
1208.5,179,139,255,24881,1
503.2,179,138,255,24702,1
533.4,179,137,255,24523,1
549.8,178,136,255,24208,1
134.2,176,169,255,29744,1
138.2,177,169,255,29913,1
327.7,175,167,255,29225,1
326.5,175,167,255,29225,1
326.5,175,167,255,29225,1
367.6,175,166,255,29050,1
307.5,174,166,255,28884,1
324.2,175,167,255,29225,1
304.9,174,167,255,29058,1
85.1,178,145,255,25810,1
80.8,179,146,255,26134,1
109.1,178,147,255,26166,1
128.3,179,149,255,26671,1
128.3,179,149,255,26671,1
115.0,178,151,255,26878,1
389.4,177,183,255,32391,1
303.6,179,187,255,33473,1
203.4,178,185,255,32930,1
100.4,177,186,255,32922,1
47.8,179,167,255,29893,1
47.0,177,172,255,30444,1
94.5,179,167,255,29893,1
75.3,179,167,255,29893,1
59.6,179,166,255,29714,1
115.0,179,169,255,30251,1
167.2,178,172,255,30616,1
501.1,179,175,255,31325,1
196.0,179,158,255,28282,1
210.9,179,165,255,29535,1
203.1,179,163,255,29177,1
203.1,179,163,255,29177,1
214.4,177,164,255,29028,1
245.3,177,162,255,28674,1
385.8,179,160,255,28640,1
484.0,178,153,255,27234,1
512.2,178,148,255,26344,1
522.3,178,145,255,25810,1
528.4,178,140,255,24920,1
525.0,179,140,255,25060,1
548.8,176,140,255,24640,1
567.2,179,139,255,24881,1
375.7,179,135,255,24165,1
419.3,178,142,255,25276,1
465.1,178,147,255,26166,1
494.2,178,152,255,27056,1
529.9,177,163,255,28851,1
555.5,175,180,255,31500,1
569.5,178,196,255,34888,1
552.1,177,192,255,33984,1
529.7,177,188,255,33276,1
528.3,177,174,255,30798,1
576.7,178,164,255,29192,1
589.8,178,163,255,29014,1
580.0,178,163,255,29014,1
566.3,178,155,255,27590,1
520.2,178,145,255,25810,1
472.7,178,141,255,25098,1
309.1,179,120,255,21480,1
251.2,179,119,255,21301,1
193.2,179,117,255,20943,1
153.0,177,112,255,19824,1
138.9,177,112,255,19824,1
133.0,177,111,255,19647,1
133.9,178,113,255,20114,1
101.4,179,114,255,20406,1
97.8,179,112,255,20048,1
97.9,179,110,255,19690,1
103.1,179,115,255,20585,1
121.6,176,120,255,21120,1
135.9,176,119,255,20944,1
135.4,176,121,255,21296,1
133.4,174,121,255,21054,1
115.0,174,120,255,20880,1
126.5,174,116,255,20184,1
126.2,175,112,255,19600,1
