variance,max H,max S,max V,H*S,ok not ok
302.6430556,179,158,255,28282,1
280.0122222,179,158,255,28282,1
280.0122222,179,158,255,28282,1
342.3322222,179,158,255,28282,1
342.3322222,179,158,255,28282,1
340.7808333,179,158,255,28282,1
297.5155556,179,158,255,28282,1
299.4722222,179,159,255,28461,1
282.4455556,179,160,255,28640,1
279.3141667,179,161,255,28819,1
5167.303056,179,175,255,31325,1
255.1363889,178,194,255,34532,1
269.8275,178,193,255,34354,1
270.8541667,179,192,255,34368,1
242.09,178,186,255,33108,1
242.09,178,186,255,33108,1
255.6622222,178,186,255,33108,1
3327.282222,178,196,255,34888,1
3212.565556,178,197,255,35066,1
3493.833333,179,195,255,34905,1
233.5766667,178,191,255,33998,1
251.2155556,178,186,255,33108,1
228.3888889,178,185,255,32930,1
266.9941667,178,184,255,32752,1
282.1830556,178,182,255,32396,1
257.9275,178,182,255,32396,1
9.716388889,179,190,89,34010,1
451.36,179,181,255,32399,1
313.56,177,218,255,38586,1
317.9888889,177,217,255,38409,1
294.6030556,177,218,255,38586,1
332.5122222,177,216,255,38232,1
323.9830556,177,216,255,38232,1
345.4163889,177,214,255,37878,1
351.2430556,177,211,255,37347,1
351.2430556,177,211,255,37347,1
351.2430556,177,211,255,37347,1
2940.9875,177,228,255,40356,1
1834.206667,177,227,255,40179,1
1724.488889,176,224,255,39424,1
2216.4475,176,223,255,39248,1
2239.536389,178,217,255,38626,1
2632.569722,178,223,255,39694,1
2481.015556,178,225,255,40050,1
2458.882222,178,227,255,40406,1
2458.882222,178,227,255,40406,1
243.7497222,177,184,255,32568,1
235.5566667,177,184,255,32568,1
223.3430556,177,185,255,32745,1
218.6497222,177,186,255,32922,1
218.6497222,177,186,255,32922,1
232.1030556,177,190,255,33630,1
235.5163889,177,190,255,33630,1
239.7766667,177,191,255,33807,1
2630.543333,177,171,255,30267,1
266.6288889,179,193,255,34547,1
2665.715556,179,171,255,30609,1
671.4055556,177,185,255,32745,1
663.4275,177,186,255,32922,1
748.9822222,178,188,255,33464,1
851.3163889,176,190,255,33440,1
851.3163889,176,190,255,33440,1
851.3163889,176,190,255,33440,1
448.6697222,179,180,255,32220,1
700.8475,176,188,255,33088,1
499.7788889,179,180,255,32220,1
448.6697222,179,180,255,32220,1
499.7788889,179,180,255,32220,1
499.7788889,179,180,255,32220,1
485.4122222,175,179,255,31325,1
499.7788889,179,180,255,32220,1
485.4122222,175,179,255,31325,1
2064.383056,177,150,255,26550,1
2064.383056,177,150,255,26550,1
772.8275,178,151,255,26878,1
772.8275,178,151,255,26878,1
806.3266667,178,151,255,26878,1
772.8275,178,151,255,26878,1
806.3266667,178,151,255,26878,1
262.5233333,179,156,255,27924,1
806.3266667,178,151,255,26878,1
255.0830556,178,156,255,27768,1
255.0830556,178,156,255,27768,1
255.0830556,178,156,255,27768,1
255.0830556,178,156,255,27768,1
255.0830556,178,156,255,27768,1
255.0830556,178,156,255,27768,1
255.0830556,178,156,255,27768,1
1453.348889,178,156,255,27768,1
1453.348889,178,156,255,27768,1
1453.348889,178,156,255,27768,1
1453.348889,178,156,255,27768,1
1372.543056,177,154,255,27258,1
1321.169722,177,154,255,27258,1
1372.543056,177,154,255,27258,1
1372.543056,177,154,255,27258,1
308.3933333,179,157,255,28103,1
1372.543056,177,154,255,27258,1
303.4363889,179,158,255,28282,1
303.4363889,179,158,255,28282,1
303.4363889,179,158,255,28282,1
303.4363889,179,158,255,28282,1
308.3933333,179,157,255,28103,1
303.4363889,179,158,255,28282,1
308.3933333,179,157,255,28103,1
583.5163889,178,155,255,27590,1
583.5163889,178,155,255,27590,1
593.3141667,178,155,255,27590,1
593.3141667,178,155,255,27590,1
999.6733333,178,156,255,27768,1
593.3141667,178,155,255,27590,1
1244.565556,176,156,255,27456,1
1590.609722,178,157,255,27946,1
495.9055556,177,149,255,26373,1
675.0497222,178,151,255,26878,1
366.3275,177,153,255,27081,1
372.81,178,151,255,26878,1
322.4622222,179,150,255,26850,1
341.1808333,178,152,255,27056,1
351.5455556,179,159,255,28461,1
327.6363889,179,153,255,27387,1
402.7388889,179,158,255,28282,1
447.2433333,178,156,255,27768,1
448.4163889,178,154,255,27412,1
392.2455556,174,156,255,27144,1
423.6555556,176,156,255,27456,1
402.0766667,178,145,255,25810,1
365.5988889,176,151,255,26576,1
995.4933333,177,151,255,26727,1
654.2333333,176,148,255,26048,1
1080.395556,177,146,255,25842,1
1400.820833,176,150,255,26400,1
538.0697222,178,154,255,27412,1
765.6808333,177,148,255,26196,1
367.9822222,176,152,255,26752,1
375.1488889,178,153,255,27234,1
424.6697222,178,149,255,26522,1
396.0455556,177,153,255,27081,1
429.4830556,178,149,255,26522,1
433.1822222,179,149,255,26671,1
383.7030556,178,155,255,27590,1
398.1830556,178,158,255,28124,1
369.1555556,177,157,255,27789,1
370.2497222,178,159,255,28302,1
363.6155556,177,147,255,26019,1
367.8608333,177,156,255,27612,1
408.1488889,177,139,255,24603,1
371.5322222,177,138,255,24426,1
979.8275,177,143,255,25311,1
1387.078889,178,141,255,25098,1
1755.223333,176,146,255,25696,1
816.7722222,178,143,255,25454,1
1007.543333,178,138,255,24564,1
639.0430556,176,142,255,24992,1
632.9608333,178,143,255,25454,1
638.01,173,146,255,25258,1
634.5666667,174,144,255,25056,1
704.4155556,176,152,255,26752,1
674.3830556,178,152,255,27056,1
784.1155556,176,153,255,26928,1
740.5955556,177,154,255,27258,1
930.0275,178,152,255,27056,1
858.3697222,178,154,255,27412,1
1039.249722,177,149,255,26373,1
998.2430556,178,146,255,25988,1
987.7763889,176,152,255,26752,1
1437.026667,177,158,255,27966,1
1566.5,173,150,255,25950,1
963.9888889,175,146,255,25550,1
683.1497222,178,141,255,25098,1
511.3808333,178,150,255,26700,1
599.1955556,177,142,255,25134,1
364.26,176,151,255,26576,1
431.1430556,177,154,255,27258,1
296.4766667,177,152,255,26904,1
323.0222222,177,154,255,27258,1
302.9222222,177,151,255,26727,1
286.2030556,176,151,255,26576,1
382.8763889,178,152,255,27056,1
357.5808333,177,151,255,26727,1
560.0455556,179,151,255,27029,1
450.7808333,178,149,255,26522,1
1353.382222,177,149,255,26373,1
868.3288889,178,157,255,27946,1
1119.856667,178,151,255,26878,1
1686.294167,176,156,255,27456,1
339.6030556,177,154,255,27258,1
674.5488889,178,153,255,27234,1
92.48305556,178,154,255,27412,1
127.5163889,179,153,255,27387,1
95.04305556,176,156,255,27456,1
88.20666667,178,157,255,27946,1
90.4,178,157,255,27946,1
94.70305556,177,157,255,27789,1
91.31416667,178,161,255,28658,1
89.20305556,179,160,255,28640,1
104.6030556,177,163,255,28851,1
164.1455556,175,165,255,28875,1
227.2097222,174,164,255,28536,1
778.5363889,176,157,255,27632,1
1526.995556,178,161,255,28658,1
556.8475,178,161,255,28658,1
140.5275,178,166,255,29548,1
144.8697222,177,167,255,29559,1
144.3030556,176,163,255,28688,1
140.4830556,178,164,255,29192,1
136.5433333,177,165,255,29205,1
128.1155556,177,166,255,29382,1
269.0722222,179,155,255,27745,1
142.4233333,178,160,255,28480,1
1428.065556,179,157,255,28103,1
690.4988889,178,156,255,27768,1
1399.303056,173,169,255,29237,1
2162.515556,173,169,255,29237,1
464.9030556,177,166,255,29382,1
867.9608333,178,166,255,29548,1
133.8097222,177,168,255,29736,1
194.0030556,176,169,255,29744,1
120.8333333,178,168,255,29904,1
109.74,178,169,255,30082,1
156.2363889,177,171,255,30267,1
135.8788889,177,172,255,30444,1
157.8988889,177,169,255,29913,1
161.1788889,178,171,255,30438,1
164.9808333,179,168,255,30072,1
170.4155556,177,167,255,29559,1
155.7788889,178,168,255,29904,1
162.3822222,179,169,255,30251,1
334.5266667,179,167,255,29893,1
156.3941667,178,170,255,30260,1
1592.876389,179,163,255,29177,1
806.8830556,179,162,255,28998,1
1182.916389,177,160,255,28320,1
1842.415556,178,160,255,28480,1
342.7941667,179,161,255,28819,1
700.0830556,178,158,255,28124,1
140.1275,176,164,255,28864,1
108.5875,179,165,255,29535,1
93.88305556,175,156,255,27300,1
67.43638889,178,155,255,27590,1
52.19555556,178,146,255,25988,1
60.81555556,178,147,255,26166,1
64.70305556,179,147,255,26313,1
932.6555556,177,154,255,27258,1
1337.180833,177,167,255,29559,1
423.1655556,177,158,255,27966,1
119.4608333,176,154,255,27104,1
172.6941667,178,153,255,27234,1
167.7322222,176,146,255,25696,1
140.0697222,177,148,255,26196,1
184.9830556,178,138,255,24564,1
182.7655556,176,144,255,25344,1
193.8097222,179,139,255,24881,1
189.7030556,179,142,255,25418,1
203.5608333,179,140,255,25060,1
201.9888889,179,141,255,25239,1
151.5955556,178,135,255,24030,1
193.4455556,178,136,255,24208,1
226.3322222,179,135,255,24165,1
147.8475,178,132,255,23496,1
1148.403056,179,139,255,24881,1
544.76,178,133,255,23674,1
1414.449722,178,138,255,24564,1
1971.736389,177,134,255,23718,1
366.3163889,176,138,255,24288,1
643.2497222,177,137,255,24249,1
210.1288889,175,145,255,25375,1
211.44,177,143,255,25311,1
223.0155556,172,145,255,24940,1
214.9830556,174,146,255,25404,1
230.6497222,173,143,255,24739,1
227.5122222,174,147,255,25578,1
230.6497222,175,141,255,24675,1
227.9488889,177,139,255,24603,1
237.0697222,174,144,255,25056,1
230.9697222,176,145,255,25520,1
244.6697222,173,146,255,25258,1
266.5455556,174,143,255,24882,1
851.7830556,178,147,255,26166,1
1229.562222,179,140,255,25060,1
481.8488889,175,139,255,24325,1
180.6830556,176,138,255,24288,1
162.0141667,179,135,255,24165,1
127.7497222,179,135,255,24165,1
102.3430556,179,141,255,25239,1
98.74972222,178,144,255,25632,1
110.6666667,177,146,255,25842,1
102.5497222,177,143,255,25311,1
170.1622222,179,145,255,25955,1
117.6388889,179,145,255,25955,1
1115.765556,179,141,255,25239,1
493.7988889,179,143,255,25597,1
1068.89,175,138,255,24150,1
1655.594167,177,141,255,24957,1
338.0941667,176,140,255,24640,1
647.9788889,175,132,255,23100,1
77.04305556,176,150,255,26400,1
132.7830556,176,144,255,25344,1
53.8275,177,157,255,27789,1
59.05555556,176,151,255,26576,1
49.89416667,177,157,255,27789,1
47.63638889,177,156,255,27612,1
41.9,178,155,255,27590,1
45.35666667,177,158,255,27966,1
60.89333333,178,153,255,27234,1
61.82666667,178,151,255,26878,1
75.24888889,179,151,255,27029,1
65.89555556,178,151,255,26878,1
260.6055556,178,150,255,26700,1
86.34555556,177,149,255,26373,1
1443.943056,178,150,255,26700,1
704.9697222,178,155,255,27590,1
1233.380833,179,159,255,28461,1
1854.795556,179,158,255,28282,1
398.2363889,179,159,255,28461,1
758.8788889,179,158,255,28282,1
190.2788889,179,158,255,28282,1
139.9430556,179,158,255,28282,1
111.5822222,177,154,255,27258,1
95.44555556,179,147,255,26313,1
99.63888889,177,156,255,27612,1
103.3808333,178,158,255,28124,1
125.7555556,178,165,255,29370,1
1107.483056,177,163,255,28851,1
1517.523333,178,157,255,27946,1
548.1363889,178,164,255,29192,1
983.0655556,178,162,255,28836,1
137.4322222,178,165,255,29370,1
242.5955556,179,162,255,28998,1
152.8266667,179,165,255,29535,1
145.0608333,179,164,255,29356,1
140.0122222,179,163,255,29177,1
151.7955556,179,164,255,29356,1
120.2497222,179,154,255,27566,1
133.2941667,179,159,255,28461,1
100.6322222,179,146,255,26134,1
109.1766667,179,151,255,27029,1
91.64555556,178,142,255,25276,1
99.17222222,178,145,255,25810,1
243.9,178,149,255,26522,1
106.9875,178,144,255,25632,1
1436.803056,179,150,255,26850,1
673.4,177,149,255,26373,1
1709.760833,179,152,255,27208,1
2372.162222,179,153,255,27387,1
437.6066667,179,160,255,28640,1
812.6097222,179,157,255,28103,1
117.9363889,178,169,255,30082,1
177.8288889,179,163,255,29177,1
109.9155556,178,167,255,29726,1
114.9363889,179,167,255,29893,1
102.6333333,178,163,255,29014,1
102.9430556,179,169,255,30251,1
113.8822222,176,167,255,29392,1
109.2941667,178,162,255,28836,1
119.3030556,176,169,255,29744,1
116.4122222,179,169,255,30251,1
123.3097222,176,165,255,29040,1
135.5888889,177,173,255,30621,1
916.9122222,178,178,255,31684,1
1897.426667,176,161,255,28336,1
702.1697222,175,160,255,28000,1
135.3266667,172,156,255,26832,1
103.2497222,171,136,255,23256,1
103.6266667,173,143,255,24739,1
125.4275,178,141,255,25098,1
152.0363889,178,146,255,25988,1
137.3941667,179,143,255,25597,1
186.5608333,178,153,255,27234,1
169.7666667,177,149,255,26373,1
285.4455556,178,157,255,27946,1
193.2097222,178,156,255,27768,1
1378.978889,178,154,255,27412,1
646.4488889,178,156,255,27768,1
1478.366667,177,156,255,27612,1
2204.780833,178,157,255,27946,1
475.3955556,176,156,255,27456,1
917.4988889,178,151,255,26878,1
151.7097222,177,159,255,28143,1
207.7988889,175,162,255,28350,1
134.2322222,176,159,255,27984,1
132.7622222,177,163,255,28851,1
131.4697222,178,151,255,26878,1
132.4322222,178,153,255,27234,1
112.2475,178,158,255,28124,1
125.4488889,179,157,255,28103,1
109.1497222,179,159,255,28461,1
109.94,179,158,255,28282,1
117.5488889,179,149,255,26671,1
113.2933333,178,151,255,26878,1
330.6475,177,147,255,26019,1
132.0830556,178,146,255,25988,1
1635.545556,178,156,255,27768,1
832.1097222,177,151,255,26727,1
1251.620833,179,144,255,25776,1
1946.303056,179,153,255,27387,1
412.0030556,179,143,255,25597,1
775.4122222,179,138,255,24702,1
126.4475,177,149,255,26373,1
171.3655556,178,148,255,26344,1
130.5788889,178,150,255,26700,1
125.4097222,176,149,255,26224,1
134.2697222,179,148,255,26492,1
134.1322222,178,148,255,26344,1
148.0266667,177,141,255,24957,1
172.8988889,177,144,255,25488,1
278.15,178,142,255,25276,1
183.4488889,177,144,255,25488,1
1309.903056,178,140,255,24920,1
634.6497222,177,140,255,24780,1
1816.8475,179,128,255,22912,1
2473.403056,176,128,255,22528,1
670.2288889,178,131,255,23318,1
1297.232222,179,129,255,23091,1
166.8163889,176,136,255,23936,1
274.0122222,178,134,255,23852,1
141.5888889,177,137,255,24249,1
148.4830556,177,137,255,24249,1
128.54,178,134,255,23852,1
132.9955556,179,137,255,24523,1
161.5122222,178,140,255,24920,1
140.9122222,178,132,255,23496,1
179.8875,178,150,255,26700,1
195.5363889,178,153,255,27234,1
206.7497222,178,147,255,26166,1
1121.343056,178,136,255,24208,1
1511.236389,177,134,255,23718,1
535.1363889,177,133,255,23541,1
158.6608333,176,136,255,23936,1
233.0733333,177,134,255,23718,1
135.9030556,176,139,255,24464,1
135.2122222,177,142,255,25134,1
126.0988889,173,144,255,24912,1
132.5363889,173,145,255,25085,1
129.9097222,172,145,255,24940,1
122.9988889,172,146,255,25112,1
133.8266667,174,144,255,25056,1
135.4455556,177,146,255,25842,1
129.3097222,178,141,255,25098,1
129.6363889,176,145,255,25520,1
339.7055556,178,142,255,25276,1
146.3388889,176,142,255,24992,1
908.6055556,179,144,255,25776,1
1653.576389,176,139,255,24464,1
620.8655556,177,134,255,23718,1
180.8497222,177,145,255,25665,1
119.4141667,177,149,255,26373,1
108.2697222,175,150,255,26250,1
98.80305556,176,143,255,25168,1
86.63222222,178,145,255,25810,1
101.2941667,176,151,255,26576,1
86.14888889,177,146,255,25842,1
127.7363889,177,150,255,26550,1
1289.6475,178,150,255,26700,1
1208.112222,177,133,255,23541,1
161.9122222,178,137,255,24386,1
573.8122222,178,135,255,24030,1
103.9266667,178,137,255,24386,1
116.4833333,179,142,255,25418,1
135.3097222,178,141,255,25098,1
129.6655556,179,143,255,25597,1
155.2988889,179,140,255,25060,1
179.2830556,178,140,255,24920,1
200.5155556,178,140,255,24920,1
328.3322222,177,151,255,26727,1
229.9288889,178,144,255,25632,1
928.4030556,178,160,255,28480,1
781.39,177,151,255,26727,1
268.36,177,148,255,26196,1
185.6888889,178,146,255,25988,1
173.2097222,179,151,255,27029,1
183.3475,177,150,255,26550,1
177.9475,176,151,255,26576,1
183.2488889,179,148,255,26492,1
166.9141667,179,146,255,26134,1
202.7566667,179,144,255,25776,1
698.4055556,179,142,255,25418,1
838.2788889,179,154,255,27566,1
249.8163889,178,154,255,27412,1
190.8766667,178,152,255,27056,1
180.7733333,179,148,255,26492,1
175.0288889,178,148,255,26344,1
181.5155556,177,152,255,26904,1
230.5988889,178,155,255,27590,1
244.1430556,178,159,255,28302,1
259.8655556,179,165,255,29535,1
781.0497222,179,170,255,30430,1
149.5388889,172,167,255,28724,1
77.9475,177,164,255,29028,1
72.04305556,179,157,255,28103,1
69.74555556,179,153,255,27387,1
66.75416667,179,150,255,26850,1
61.8475,179,149,255,26671,1
56.12222222,179,145,255,25955,1
56.12222222,179,145,255,25955,1
85.29555556,179,144,255,25776,1
161.0288889,176,142,255,24992,1
148.9288889,178,134,255,23852,1
196.0288889,178,125,255,22250,1
227.0697222,178,116,255,20648,1
268.5988889,179,112,255,20048,1
284.6455556,178,111,255,19758,1
317.0288889,179,109,255,19511,1
434.9097222,179,111,255,19869,1
179.04,175,116,255,20300,1
170.2233333,174,118,255,20532,1
173.3488889,176,124,255,21824,1
173.3488889,176,124,255,21824,1
185.8608333,174,129,255,22446,1
198.5322222,175,132,255,23100,1
225.5666667,174,133,255,23142,1
211.6988889,175,129,255,22575,1
277.1555556,177,123,255,21771,1
249.2808333,177,123,255,21771,1
249.2808333,177,123,255,21771,1
213.4830556,177,122,255,21594,1
222.5888889,177,122,255,21594,1
184.9433333,178,122,255,21716,1
184.9433333,178,122,255,21716,1
148.8941667,178,121,255,21538,1
279.9941667,177,123,255,21771,1
279.9941667,177,123,255,21771,1
255.2208333,176,122,255,21472,1
274.5822222,177,122,255,21594,1
246.6697222,178,122,255,21716,1
246.6697222,178,122,255,21716,1
204.56,179,123,255,22017,1
204.56,179,123,255,22017,1
169.8555556,178,122,255,21716,1
365.3275,177,114,255,20178,1
336.8433333,177,115,255,20355,1
348.7455556,177,115,255,20355,1
315.5363889,178,116,255,20648,1
315.5363889,178,116,255,20648,1
239.8475,178,118,255,21004,1
239.8475,178,118,255,21004,1
255.2808333,178,117,255,20826,1
139.6275,179,118,255,21122,1
221.9788889,174,125,255,21750,1
221.9788889,174,125,255,21750,1
184.3363889,174,125,255,21750,1
184.3363889,174,125,255,21750,1
139.5163889,175,125,255,21875,1
115.9122222,175,126,255,22050,1
115.9122222,175,126,255,22050,1
258.2830556,179,150,255,26850,1
258.2830556,179,150,255,26850,1
237.0655556,179,149,255,26671,1
237.0655556,179,149,255,26671,1
187.6830556,179,150,255,26850,1
187.6830556,179,150,255,26850,1
187.6830556,179,150,255,26850,1
187.6830556,179,150,255,26850,1
500.0941667,177,194,255,34338,1
500.0941667,177,194,255,34338,1
500.0941667,177,194,255,34338,1
500.0941667,177,194,255,34338,1
462.7788889,177,193,255,34161,1
462.7788889,177,193,255,34161,1
439.0208333,177,193,255,34161,1
348.1830556,177,193,255,34161,1
343.2388889,177,193,255,34161,1
385.9788889,177,192,255,33984,1
383.9455556,177,192,255,33984,1
383.9455556,177,192,255,33984,1
386.1097222,178,191,255,33998,1
465.4988889,178,190,255,33820,1
403.1488889,178,175,255,31150,1
783.4697222,179,188,255,33652,1
783.4697222,179,188,255,33652,1
783.4697222,179,188,255,33652,1
783.4697222,179,188,255,33652,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
775.9608333,179,191,255,34189,1
828.1488889,179,165,255,29535,1
455.0666667,178,162,255,28836,1
455.0666667,178,162,255,28836,1
455.0666667,178,162,255,28836,1
455.0666667,178,162,255,28836,1
455.0666667,178,162,255,28836,1
458.0955556,178,162,255,28836,1
458.0955556,178,162,255,28836,1
458.0955556,178,162,255,28836,1
459.9655556,178,164,255,29192,1
420.4763889,179,175,255,31325,1
483.1275,179,176,255,31504,1
483.1275,179,176,255,31504,1
483.1275,179,176,255,31504,1
483.1275,179,176,255,31504,1
483.1275,179,176,255,31504,1
483.1275,179,176,255,31504,1
510.9475,179,175,255,31325,1
510.9475,179,175,255,31325,1
510.9475,179,175,255,31325,1
414.9363889,173,203,255,35119,1
414.9363889,173,203,255,35119,1
365.0830556,173,202,255,34946,1
364.3030556,173,202,255,34946,1
364.3030556,173,202,255,34946,1
364.3030556,173,202,255,34946,1
400.1655556,173,202,255,34946,1
400.1655556,173,202,255,34946,1
400.1655556,173,202,255,34946,1
366.76,177,180,255,31860,1
374.6430556,177,180,255,31860,1
424.4166667,177,180,255,31860,1
424.4166667,177,180,255,31860,1
424.4166667,177,180,255,31860,1
424.4166667,177,180,255,31860,1
424.4166667,177,180,255,31860,1
442.2763889,177,179,255,31683,1
442.2763889,177,179,255,31683,1
457.8566667,177,179,255,31683,1
365.6233333,179,185,255,33115,1
376.5808333,178,185,255,32930,1
376.5808333,178,185,255,32930,1
376.5808333,178,185,255,32930,1
405.9541667,179,183,255,32757,1
402.8766667,179,184,255,32936,1
402.8766667,179,184,255,32936,1
404.1288889,179,183,255,32757,1
341.3555556,177,191,255,33807,1
341.3555556,177,191,255,33807,1
342.9163889,177,190,255,33630,1
389.6488889,176,192,255,33792,1
389.6488889,176,192,255,33792,1
524.8541667,177,190,255,33630,1
545.6322222,177,192,255,33984,1
545.6322222,177,192,255,33984,1
545.6322222,177,192,255,33984,1
523.2788889,177,193,255,34161,1
536.4830556,177,175,255,30975,1
536.4830556,177,175,255,30975,1
600.0333333,178,176,255,31328,1
600.0333333,178,176,255,31328,1
600.0333333,178,176,255,31328,1
622.6955556,178,177,255,31506,1
622.6955556,178,177,255,31506,1
622.6955556,178,177,255,31506,1
609.8,178,182,255,32396,1
609.8,178,182,255,32396,1
448.4763889,178,185,255,32930,1
448.4763889,178,185,255,32930,1
489.8622222,178,190,255,33820,1
477.9,179,188,255,33652,1
497.5388889,179,193,255,34547,1
483.5322222,179,191,255,34189,1
488.0288889,178,197,255,35066,1
488.0288889,178,197,255,35066,1
513.5475,179,188,255,33652,1
513.5475,179,188,255,33652,1
581.9455556,178,186,255,33108,1
581.9455556,178,186,255,33108,1
619.5622222,178,186,255,33108,1
619.5622222,178,186,255,33108,1
628.1622222,177,187,255,33099,1
628.1622222,177,187,255,33099,1
603.6608333,178,187,255,33286,1
406.9763889,177,191,255,33807,1
402.3822222,175,190,255,33250,1
411.8655556,178,189,255,33642,1
472.0808333,175,191,255,33425,1
429.6430556,175,190,255,33250,1
461.0275,176,190,255,33440,1
461.0275,176,190,255,33440,1
475.6941667,176,191,255,33616,1
475.6941667,176,191,255,33616,1
469.1733333,179,189,255,33831,1
401.1363889,176,195,255,34320,1
288.49,177,200,255,35400,1
281.2988889,177,199,255,35223,1
350.9363889,177,200,255,35400,1
439.5808333,174,206,255,35844,1
506.6655556,176,196,255,34496,1
506.6655556,176,196,255,34496,1
545.76,175,193,255,33775,1
545.76,175,193,255,33775,1
395.2608333,178,200,255,35600,1
347.6608333,176,197,255,34672,1
360.6697222,177,200,255,35400,1
434.6541667,177,199,255,35223,1
538.9475,178,200,255,35600,1
538.4163889,178,196,255,34888,1
538.4163889,178,196,255,34888,1
535.2388889,176,193,255,33968,1
531.8155556,177,196,255,34692,1
314.9941667,176,201,255,35376,1
292.9830556,177,203,255,35931,1
358.2763889,178,201,255,35778,1
397.2430556,178,202,255,35956,1
505.7155556,177,199,255,35223,1
559.7030556,178,201,255,35778,1
599.8488889,177,201,255,35577,1
615.6566667,179,200,255,35800,1
613.0363889,178,201,255,35778,1
602.7275,177,203,255,35931,1
610.3763889,179,198,255,35442,1
1094.349722,179,188,255,33652,1
1951.923333,179,173,255,30967,1
1456.703056,179,170,255,30430,1
732.4808333,179,176,255,31504,1
547.8030556,179,185,255,33115,1
547.4141667,178,188,255,33464,1
568.3155556,178,193,255,34354,1
605.1475,176,200,255,35200,1
624.0622222,177,199,255,35223,1
642.7697222,179,209,255,37411,1
597.81,177,212,255,37524,1
